poblacion_total,porcentaje_rural,estrato_promedio,tasa_pobreza,num_instituciones,computadores_por_estudiante,salones_por_institucion,docentes_por_institucion,cobertura_electrica,cobertura_4G,dispositivos_promedio_hogar,tasa_aprobacion,tasa_desercion,puntaje_pruebas,acceso_a_internet
1269,25.19982216440717,3.9442163762851976,38.41839135645396,44,2.5410135224023938,29,37,94.62611493454662,66.56551610622944,2.815262279157484,78.42527777341631,29.288666375861233,444.8802969178092,1
60235,92.07564510547337,4.1421830785395795,25.659010884453508,13,1.1561632391490901,19,69,91.50142699993935,50.63972619114837,2.7399343677501333,81.47738185331185,29.960135129383474,397.20925021933203,0
63455,58.15888378497554,5.1673603787432,22.5089239930125,23,1.2954528936709182,19,58,86.65609356026202,75.01922605796146,3.8625937932215484,84.26423200642397,31.47117931203302,425.71384381369154,1
65425,53.34802087447829,4.100661847549999,31.41060860141782,59,1.025746246854029,15,10,90.1884842618787,65.124432252635,3.034413573837373,86.99697467682611,22.777334092041958,403.21383303270545,1
68469,59.63935996924615,1.0,87.2783047048039,8,2.708624029861966,23,79,91.50399253418271,19.200390482568995,1.318204576598502,63.067042572015794,40.47614498943149,216.03019227477313,0
5811,36.60282657465152,3.322560495997553,46.89448066629553,35,2.0236895877649506,6,52,84.23215296742842,48.878289581220336,2.6691442519021336,87.54403120491037,21.964819742230972,431.57599367680814,0
83604,80.71070203195127,1.433198498930516,74.7644483985418,54,0.7054588971217758,23,73,86.00849187515624,25.80969700149235,1.2061117027495123,70.3615357871364,31.886651133896628,255.4970721930228,0
54207,52.32862493002498,3.151450070277146,53.56100023385985,28,2.273939207265301,24,78,88.42991095218889,48.37253334680086,2.4241265041093705,68.79139720087908,33.62335198058793,363.8200706977021,0
85805,11.674790276879554,3.0936278614553054,54.896864896288676,15,0.21169521768938232,18,32,89.2254868340369,59.155407512397474,2.4287778536904665,87.51523199485212,22.28748698011897,399.9478521716353,0
29193,12.906512482906296,2.416305097238076,68.11184505085664,52,1.249584659568329,19,20,82.02437897518739,45.137587351606555,2.0890262430802005,81.52671495384486,25.10006390336131,325.24351227550693,0
72432,53.685914650261836,1.972396856826616,69.1072375636352,29,2.7383322957161615,20,30,93.72970818962901,33.195697642189046,1.8227659273882375,58.61995849350625,43.73828839418652,341.9196306088554,0
93516,93.65702180708392,2.4696680992527646,62.4260711868178,51,2.1003778079876647,4,54,90.15604232551443,50.89140133799401,1.8905015749787624,72.32403802689728,39.06986071725094,417.17804764994577,0
26158,30.835212167619876,2.6628394485719133,53.12578786752926,4,2.3999776259194006,23,58,88.75847120194815,51.79282626959319,2.2215820682930905,63.81012310313783,42.838736717395065,396.6872344078804,0
84978,86.95411688592183,2.8682951540653883,64.21756980527849,34,2.800813867279264,14,17,86.42608912024106,47.820355915572144,2.2905975891183683,67.85897525885741,34.801422292261336,391.9774051181335,0
18931,76.40955865788793,3.105433906136862,48.746289122845695,37,2.346199523079883,12,69,84.9335422065414,44.77369106312483,2.1860380629752303,71.25032738787102,38.527074117245554,358.5201583162768,0
3247,24.781244290690687,3.5852508255422673,49.845411110213725,24,0.35689353294955684,11,39,90.07924878466073,55.171402066971794,2.528959827129622,80.73930022180473,32.32028459766185,400.24131358690397,0
59650,3.6340748316242455,2.687447690978046,63.349221097648424,21,0.7688628741123995,25,33,90.78804083996997,50.29187669920314,2.23514588542501,73.20518917237537,31.4177609821781,363.02362187534453,0
66225,10.184726514238275,4.279648434671994,37.80478675355997,2,1.5499833098849638,28,35,99.8479348472503,76.90031437572779,3.0505989165223455,84.86534303131256,27.292181718768614,490.0788228449149,1
85154,72.84939338474402,2.9617614923219073,54.38662574553896,7,0.14018758743169246,6,16,100.0,42.538148993243595,2.2590553040541876,81.22461335174225,32.52034377017885,370.8046940686092,0
36273,19.96697380406467,3.924490818573372,39.31895888045479,56,1.911332694956129,17,73,87.32885421354047,55.44937885251821,2.717062589667859,72.23116077374856,33.37149074080316,417.4851627282768,0
67935,37.12709205053938,2.6955191826096923,59.24683067415454,11,2.0060094748120956,23,36,85.20640697746178,40.394054402482766,2.32810793032786,76.74569420210307,30.37539380544094,400.7665772729616,0
57386,50.16991660064248,5.74370916933686,4.324919800687166,12,2.1197005375011497,29,14,83.6695607837532,74.58279275422615,4.212101182380437,92.90587881090975,20.419481670180424,500.0,1
67303,72.54681684501628,3.467264175033863,47.86054219298542,4,1.7116019159378535,25,9,90.43884673041852,50.760846909813495,2.459054915528369,68.9201275154866,37.22990461253755,352.8072835864972,0
32051,11.323122325912538,4.635298601316604,37.89927567856614,35,1.411899985035439,12,31,83.76111192332591,80.5236850883624,3.4443430859607833,92.81808971389498,24.685653221744953,490.88069564037687,1
11894,40.636640527746145,2.3060580111872095,64.27987238783068,40,2.5810897026751487,11,43,83.10250968740436,33.857429443706735,2.0115735566767734,74.31846293417186,33.00619964328958,317.83145659361406,0
69592,48.50729091426954,2.5528497216938675,61.54355334074424,26,2.3252648801301237,28,25,86.32802371051096,45.32207138914863,1.927760314575365,72.9179009073085,33.78753815110442,433.23353979158713,0
4390,54.08270639715397,2.747862347350589,53.66147709088804,18,1.8758394097669597,9,20,86.95107898606156,44.16183501876398,2.0407813235108065,72.1083410127467,28.77518544475309,355.1612556555505,0
42106,81.83606413952167,5.472999926768086,18.833437642690075,55,0.23343970904287145,13,33,86.29833065926981,76.54463441096765,3.923768642256624,98.22967086277895,24.126674337321557,500.0,1
96776,17.16781950432169,2.7872599819344,54.30125445288568,58,2.1123940296332075,4,75,81.91222889483979,48.59937742211925,1.8280252635191716,68.83356638173267,34.81904360161918,395.44884960679593,0
80538,80.78314518266222,2.1765659050432657,71.60079393304014,56,1.7186668685560176,22,18,89.54522671080457,27.02967719698993,1.3803637865851686,84.17783642071049,27.89141016703964,366.1302220411632,0
87813,69.28784276966522,4.300906453547187,41.193044511276646,37,2.1111188159871768,28,45,89.45525068691994,62.182560787863295,3.331894922405839,68.24164425607529,39.796827852516174,464.7186469233939,1
11127,55.58708141989593,3.058804345736268,60.91591794137425,16,1.0030883881517156,22,78,96.68860065657333,55.826202251827326,2.34519731141254,71.09122106864785,31.84780784742849,399.12150856883693,0
9292,69.95278704025719,2.781880539349184,51.054077722274464,55,2.3532578380757077,29,45,83.78955081684578,47.27604977453189,2.2558208597376246,73.38072310753549,32.70622111318565,395.4340395749546,0
74469,41.20177389516564,2.3897176885221416,67.76778716709482,12,1.3120180184765429,27,48,92.63273334784421,43.14557501552097,2.4259899954481967,76.68779972039472,31.713982105156365,343.1632754256622,0
43501,13.839758596812457,3.4888285582020147,50.90252135140628,41,2.693958583902978,26,77,98.9244244639672,64.09861251830503,2.63844287134957,73.97027191700649,35.727619717913285,403.7228415498029,1
77052,66.57652402653673,4.0626556336097,36.98481245441578,40,0.4016301994048185,18,20,82.7171879125246,61.011350874733075,3.024898348182138,76.72912929944789,31.010723931516225,458.44444623800933,0
24397,52.46723066856222,3.7880854407681364,49.14210602718542,37,1.5051929162965423,8,28,84.54763982624542,56.50311853909154,2.7310710384049157,79.73180514439217,36.47547859226676,439.82824483308104,0
68648,63.93748005427755,2.520666222504618,64.26223391409165,52,0.696639259486585,10,25,83.71044213388805,39.73802001050697,1.9245701888373772,67.23241184937778,30.55693447384893,350.63534603095803,0
23983,33.799878102849,2.012297312344413,76.68111952416625,19,1.4150625560940064,25,63,92.23500308814988,39.47535952755156,1.4738567738329034,74.02072323579283,32.48047490855389,337.8210548435226,0
49055,90.6866577339836,1.0,78.66189905148728,15,1.125916305739614,26,43,92.03776452397742,29.984023733319894,1.218045613108103,56.03966902510417,41.752465247864066,304.18282125276704,0
17659,58.736986857557696,2.054531291823768,65.61175400610708,22,2.4299589555946435,25,75,94.76600330090166,33.49091888837811,1.756854844369493,65.18231862699021,40.61426335879041,313.8715494035142,0
80577,8.540248429087383,2.6278654586586514,61.050635851753924,20,0.5847909343754255,20,11,90.39604523982908,45.49054582626127,1.8873001654877974,69.60613797492881,35.00542321497278,305.4761798595793,0
36420,44.980399070442864,2.940960168409313,61.748550139346875,43,1.8362811428820893,13,32,99.00445610179743,55.362408186061515,2.4594906216687713,74.53470712965743,34.866432361362534,361.954871480466,0
92567,75.63560547436343,2.729188727197232,61.33616637041054,52,1.2788049217320578,24,55,92.70750348934172,46.08267712197397,2.03584087109873,73.31291460207896,31.024159985895757,383.7457626708212,0
67621,79.41345617322723,5.800876947609391,8.24515587832164,13,1.6024179399632057,6,39,96.29295334903424,89.07221295541723,4.002818127203114,100.0,20.756870777008825,500.0,1
69979,49.45970527637588,3.491365137232632,56.511234500889266,23,2.1717701179364948,6,62,90.77501522248032,64.27016348865091,2.709433540660434,78.22686308557489,36.49757592394525,402.5072073108746,1
89975,89.4747570831301,1.7623572738719715,72.09110500135216,31,1.1355934325140191,12,14,88.07119334681336,36.379979069304554,1.6070644076803977,67.6163672015852,32.81272418419157,288.49470513748474,0
19957,26.766843719429755,3.6555673984218364,40.584816492377286,26,1.1644534385085938,24,42,89.11593044596283,65.15483936372425,2.65973287727827,76.39037280197712,29.353250434203442,429.842896086682,1
67057,41.05986972382666,3.391476720771154,45.252362219455776,45,0.32272776504954925,18,36,96.86105983507,56.99881248213408,2.2704759460635966,79.42480883871028,31.920290481876847,420.04174686740254,0
77689,89.859691056897,1.9500893879811942,64.08745645305798,32,1.7006499924527867,26,66,93.97216641277515,25.32955156164288,1.7202854390843838,61.54648851600581,44.25567790873898,302.9536167461654,0
79453,89.62567164715789,3.288805553332357,39.431401151893446,21,1.3090223173814415,23,54,93.66735016191014,46.13589707866029,2.674463732047731,68.79696388108232,36.30818091891096,405.88381937141105,0
53495,68.57127688246808,3.530151263183603,46.46476394171732,17,2.4556388103219264,5,45,94.96164961341717,51.65170357731451,2.39257610449688,64.21141872345164,38.695347501138414,446.46459777295405,0
41257,85.89805471222202,4.024504424447717,31.85941619480664,29,1.3738661621474721,14,51,91.32073186575042,65.03254436243425,2.6511515711585405,75.42299380169482,30.772810629158055,411.7923660245048,1
10192,8.877326695623267,1.2243277464982762,83.20342229051627,53,2.9153119092235475,19,6,100.0,42.605750511557986,1.5327049182150763,74.81303272971329,30.87271375266552,277.3093894197795,0
46258,86.49949762077763,3.6480780112135065,50.20024308301345,29,0.5981780093284109,7,46,88.8785508966345,55.16398548156044,2.4939298345792134,75.53924612636536,31.77067764566484,413.3835910907648,0
72909,32.061990655022676,4.409904655268919,35.73453040519802,48,0.8744779894866251,5,8,90.54478311702049,70.91082280322215,3.037320681904979,74.57873675724242,34.36168314480416,450.2393085866774,1
71711,17.833151242821632,4.887686579008044,26.904639773049084,22,1.2365492022027496,18,5,87.75670294095589,73.84521275017735,3.374227965700585,85.654009771868,20.482430114019675,470.4162017083213,1
66197,23.936983634204633,1.7739324735535655,65.68673395195066,49,0.5942204671903707,21,26,92.49419259851842,37.600147052231954,1.731307506166285,75.20812358304553,36.488546368034086,324.6517056075499,0
37565,41.79685080138871,2.8540477273664733,61.41953083183881,19,2.9197194725770665,6,15,81.2059877041234,47.902863358900234,1.9299922143466133,76.79293334346544,37.1956034519546,363.99031009509713,0
92593,25.119200460446724,2.9509344715326553,65.46880252955847,54,1.9587851584205929,11,15,75.20329554269907,61.60715804714405,2.2158211751001264,77.6605647246376,33.21631417213204,412.2931809540106,1
99799,32.0567586016499,3.6755187365822852,51.90856432513908,14,0.13247718377580903,6,18,86.76648936391148,68.75116015197644,2.4758015748882545,85.19302606885432,23.12761451778803,419.9986314746805,0
33106,13.497848607164208,2.835370902471812,50.81675999966698,55,1.7776786941419587,23,77,92.91874862652085,45.99513525203533,2.6151124661301055,72.88186841321806,30.108270261920108,344.3671259246823,0
12034,29.617676555899852,2.284606428760826,65.34106660875362,39,2.36562238658766,12,63,95.13293432044877,45.05476991953026,1.7507332127673758,65.05422846568646,38.56189321491033,345.17386824032366,0
95163,57.22838145420012,3.217176372584892,50.32870433725711,23,0.24877025402318875,23,22,83.698214154042,51.5269591380589,2.2358697942918986,79.12289430751068,33.630403589380265,439.6387623580636,0
40897,44.185370809106395,2.662497933842535,58.07234796368427,41,1.775977195348776,19,65,81.66967378189116,28.964731067343376,1.955089996839887,73.2994659161908,34.608091931902294,355.05671223482017,0
91887,34.67187612359112,3.5621895306852416,46.70254723096757,2,1.1855045569328353,18,28,86.38732753692041,65.83977412746326,2.6006753701778482,73.22149903451225,31.973507890437368,422.8208697211459,1
1516,74.6452128857114,2.1904326131541265,77.96892188986112,51,1.786282817272097,9,31,86.29942134592244,51.188256626128066,1.845301658645417,61.90059316139459,38.63378755367963,376.88452500723224,0
90289,89.3509971393318,1.9776903439520654,70.8714314286552,55,0.8325572221749129,17,39,91.0868552492211,39.783679838005554,1.8291401110996326,74.8720526291052,35.287932323794685,290.46712306196815,0
56091,75.6789222902397,4.315440218224961,33.04668102002414,32,2.031448000838594,20,72,90.62641096101841,62.359540704049,2.930283570869468,76.49130343035641,24.690750119081446,460.46976801172025,1
90312,33.200070211767915,5.272527613804433,22.40160262455317,38,2.0468650493286953,8,26,97.33439251835236,86.37880853110383,3.511880060463845,88.25058150971688,26.15645048428354,499.9613163731697,1
23747,74.44421678375537,4.8222712267232435,21.09939620605799,33,1.664565898506304,17,15,87.93093353204529,72.78975328015602,2.9800429611515087,82.06718605437604,29.308658784946196,441.48192213037976,1
24800,15.19801824740512,2.928074407051475,52.498504384266795,58,2.7788860169859144,13,75,83.35115914695002,63.55677283137378,2.0409158190919547,80.95145361457861,25.971245048868912,377.81224281008014,1
74565,13.031798809129091,4.055127171581179,44.10425279391397,7,2.7374905228420587,22,62,91.52583416969644,69.1200111378453,2.810069147011322,83.8140208843849,31.663600928484446,443.9639650359576,1
83298,34.562703703615895,2.31371721778663,66.23596336502992,48,0.23785060796597493,7,8,85.1714681009726,44.30698586545019,2.1968115379499684,73.83352529466656,31.952013628725123,285.094646330643,0
9768,80.7702369044057,3.508179289052328,57.8859611025085,34,0.9406922120007123,18,70,85.2493523176716,53.77331301514554,2.620043861097143,78.9063823242816,32.34911178376793,340.7469208630737,0
87307,24.634824724230185,2.4161972330800183,65.09544373299629,4,1.1563507058002527,14,69,98.49174400023975,45.130371008967515,1.8803625357431848,64.23205461279973,37.82684529837912,323.5306411167106,0
12685,6.325340889867959,4.2565041179401115,29.923315415278786,23,0.26027857183739306,23,22,94.65282505669303,73.22361551750761,3.3611880187374195,81.86230906806492,26.461647211927826,463.45313033194327,1
64204,13.170953520635509,4.123464717923843,30.222732056472154,20,1.6185484679140132,6,63,87.86756822606176,75.65226897219381,2.9211698715524714,78.05889952575822,33.27958723624999,442.207752395681,1
87279,85.87449685295802,5.0759541110974755,28.868915431839653,22,0.17128674069556188,4,27,99.11075690301226,66.89283129687693,3.3778904627370347,85.9374225925081,32.02891010664996,500.0,0
39599,63.37832847472876,2.770694912467501,53.23194297558777,46,2.0663994579968845,18,8,94.14946179466622,51.1056717269919,2.0006090645900074,72.70343436196535,29.34181731135068,362.6234680144676,0
9071,25.320116336997668,4.579033701092001,25.65887704981749,29,0.10779653080782875,10,57,91.94130699254595,87.70694211264062,3.0255470136215603,75.56245010740878,32.29691133201772,469.85020807906665,1
38544,55.52958253281813,3.506465061928088,44.82810144925349,43,0.1926161212233281,19,44,86.61034219010217,51.6040673743409,2.4436676336897336,77.2638990540029,28.009278830700183,405.772552735254,0
51714,52.75796224253504,3.075388469234348,58.85046332038845,41,2.5178842014437266,11,44,79.70754088263789,56.29222336550916,2.355670146470689,67.14902976595667,35.90950502409202,407.35974257370947,1
61728,65.54359784406613,3.3369938400965604,48.10647269569527,37,0.832567033235552,8,55,85.72425864390111,52.9832273994817,2.463273368181958,81.81214922148214,29.678362256916923,374.9372226369599,0
49484,23.31875544216163,4.6980131615034875,25.321744688007858,3,0.3355639207817154,6,13,87.5434870365114,66.90555493617113,3.5283774687003286,85.80799911151217,27.076923472675606,487.692993224308,0
41274,86.44029871943977,2.868063285106246,63.04208598986375,22,1.2584529415508967,24,27,84.01610653406622,37.15295093102816,2.288008584659928,70.97137701435001,31.933145195026196,380.77186394327566,0
3068,30.936856208001284,2.9189381381154265,61.42567739747459,20,0.24775126364857852,29,17,90.61880746151078,55.518103454705525,2.4486188823463313,71.6001123284538,35.183859196154984,357.2813425131268,0
63092,69.41316539762369,1.0,93.33533074178736,25,2.2761895041568003,27,5,79.80842108596251,18.705801572473234,1.3769022952937486,53.51323206777441,45.138626770309635,292.0540603048307,0
68063,1.612464637221489,2.8529519353019532,63.96237370600897,34,1.533027075698164,15,14,96.65217354104887,58.338902146025546,2.3649384262147213,74.62934661281489,28.96400468350564,396.48983720497574,0
3195,37.26571298941472,3.264361927958183,56.32915126010368,42,1.7006041902755047,16,31,87.71334803138849,55.94660416881752,2.2877330427786724,73.68224591896401,34.01184169617673,427.8570536244147,0
48690,35.17098179588083,2.23775222223945,62.677508062569736,53,2.283735368489825,14,23,93.69619955121038,52.85918621841451,1.8068738194289766,79.5289010914467,32.745505450442856,361.235952196786,0
5758,54.348442858301446,1.9921448013185559,73.41297111268456,29,2.3749296151945685,27,26,93.63684016101409,33.919855970413565,1.9219570276783828,70.42161487358317,38.28454250221899,360.3214639605519,0
88038,7.27362617771965,1.1487614238482717,88.84175501259419,57,0.4951495178517408,5,15,83.82853906589773,27.987206020241285,1.4841133636908947,71.82954978403684,33.48069377564825,292.5233811878781,0
40004,79.01313737261083,2.415349404696782,73.04875014242154,10,0.9128108943703771,17,79,81.29590818008217,46.925217884422395,1.991213321800323,71.69010218159264,27.96242615231288,296.3006766130813,0
33659,21.778080176756852,4.421179096797116,34.53793667335891,39,0.6094317387041435,17,20,86.79972111494435,69.45817814569227,3.5595602569841516,88.39002770316249,24.398260054012766,398.5452027724716,1
14486,67.70378148820102,1.5181476968909813,74.76798656926107,47,0.2567121684261203,17,33,91.87742572593423,35.98015933955912,1.3268891837980725,63.72620521920758,44.68991433365149,303.335794159876,0
62358,80.32121232440932,3.7890172518121634,38.74408291246333,37,1.6588004363703384,17,34,90.68331621087728,63.95796672309659,2.8551099540503273,81.708864889419,24.415726642838017,460.15081218743455,1
13166,56.18769562415131,3.879346547027094,46.706953556342704,40,0.8244188067732318,10,15,95.82846946636502,68.66679129588812,2.551074219361429,77.43158726447982,27.2588949405539,388.32989460574566,0
39160,74.08832067219855,5.452861621142402,14.87342195522967,50,0.5465448496956903,19,61,91.96170113846887,71.68419570839146,3.8055948329041436,93.73765942915325,22.559940803207315,500.0,1
4061,66.18603122150056,4.0383551849025725,39.96088896844164,20,1.5794270777740482,27,69,92.32879636840057,60.2678014681237,3.0727570906840684,76.13607394865554,29.392623127497195,466.72201453038736,1
27354,35.55297971520076,3.954579581106178,36.27997808602217,38,1.9386436018740187,25,10,85.95740216925353,55.21526205721425,3.1419571024147808,77.44916421714511,28.737753349396144,394.7075725703228,1
65005,80.88585390335653,3.3676972532248786,48.68993290851339,23,2.339096597292018,16,39,88.72548364382295,58.77767785801273,1.9754984267643452,78.94340889576344,27.505999988587533,392.7118201605366,1
52751,29.4701369885528,3.0008573342459646,57.182068836128614,11,0.15073092048586573,28,63,88.85916558495757,52.36736604568319,2.012074247893494,71.82637876507982,31.464056226507346,389.7215565749609,0
23162,57.12129177515172,3.8521995130955187,43.56326017010372,8,1.6262252198752025,25,18,93.08953764322655,48.62720257334869,2.718245404382944,83.81147853051165,26.266706137344332,380.2034011520214,0
8892,74.53977391415395,4.248701272708039,39.95922544813832,29,0.8745061203979153,8,47,93.76518266054187,69.3716786368465,2.5930349111821305,84.0725689370546,29.859942657646503,484.33008064866306,1
31035,37.89559098125076,3.1704963074522854,45.57209290275778,36,2.9756131218688235,19,50,88.83782584156917,58.76519165295393,2.442552525234624,88.31669452596634,34.39114961253753,392.2086536481332,1
79103,30.276760761742505,4.2918859018645765,35.03899444223295,25,0.5551163846505616,4,26,89.00178539657612,63.505458691476946,3.4229404418663116,88.28869372082598,27.624413641466585,443.4651671320207,0
52756,45.934601017282276,5.883211296337688,9.400828317893398,39,1.3697527234148428,13,64,91.7571191217277,85.05165478918443,3.968368157721717,91.44201791370435,25.088413080610714,489.7886723693035,1
89635,81.79634943491536,3.070858904820316,49.02535653344815,34,2.91307633501737,18,6,99.66389569288205,51.82104649565626,2.5150731485333573,72.75255059700797,36.744346955883366,385.60653110164185,1
35722,92.99217631456648,3.099001627589321,49.7674067273597,47,0.7179818638863806,21,73,81.30398011273793,53.31344820165948,2.3632388311202077,78.9535576807361,31.584231951739746,354.02190577575976,0
77873,54.50834128598901,2.9078831620763506,51.91134331927569,32,2.440003007422839,19,19,85.38060508168189,46.35745261618197,2.077853936056456,73.46296940057834,37.585971603940955,401.2147801932658,0
80075,66.14662053236519,3.133742941286992,54.743510080616915,41,0.8048141905050452,23,54,85.58419179778797,56.03083672200373,2.146941125342527,84.98833369962185,28.653502108038293,394.30496213967666,0
96854,90.32736222389141,4.223105293976349,38.654115088920804,23,0.3182645409674495,29,60,83.42000793033202,60.4612265218816,3.1713686088071746,80.83213218843441,23.913188652710907,404.655680158059,0
85151,9.85468514129424,3.087054636807589,58.07230154682197,21,0.2239900380138508,23,67,86.02239758965484,58.09953459689696,2.486903445009546,69.49401301546413,37.73058237714526,352.5568707496851,0
63835,23.207857786616504,3.1891780823113534,53.802643119009595,19,2.8513424469999538,8,39,91.88457894719369,57.52270976225762,2.425331037489745,76.13043185715269,31.16974508575083,386.2007355159038,1
11465,70.89000062515825,2.7503503343392097,59.53876464142961,25,0.7173908739701556,16,30,94.7290266273364,36.82195227611933,2.194101515541045,75.30000575220139,32.400286869856835,374.2325492652295,0
25038,82.37444619122996,3.4890575005415556,48.05859318069238,23,0.9466694621224313,15,31,91.15097900766628,50.067008378801916,2.965811199384603,78.0972973724401,27.687745344219906,422.8667265071531,0
71092,85.70290283305779,2.4968036115826306,65.92623518169366,19,2.904038798399097,25,23,91.0503016470483,35.310853628298574,2.3075316576836875,76.9937396888331,34.15919621909557,296.05721382062507,0
98518,41.51071768549326,1.7738526354801507,62.85793182930334,5,2.006434465289834,28,41,85.4058793053664,33.07642845839068,1.3063018717067842,63.27990478720735,35.919157070858354,295.4323762708161,0
8610,8.933990229186684,3.447671990836994,47.989264885647195,19,1.515568165064048,27,40,76.68429176183474,62.04027390836489,2.2575840822922673,77.85492108704014,28.656006203779476,372.67581844700993,0
79809,43.778147729961994,4.979384471414301,26.895244114564722,35,1.3627228073767934,9,44,91.8740746975581,71.48146409358728,3.6254607357257145,79.67873484085806,33.41645723795426,500.0,1
27766,23.07345902070538,2.710055933633321,68.29731447869878,12,0.24083633028181534,15,67,96.66891434930008,51.85563589895596,1.8128390572326665,58.999099155700144,36.729762720374865,358.1769202536488,0
53492,29.11964549966242,1.9587948628727119,65.06019997885079,39,2.5329399891688213,8,43,94.79227988151206,35.05411834338187,1.7570569610261002,67.785377941453,40.07581552492264,293.9467802231705,0
83448,77.22675568375058,4.9156420206593925,20.53107133030719,25,2.309904751470434,27,16,89.52819619144093,69.6229120567744,3.657835086088405,80.18031921902075,35.05062753530852,500.0,1
99306,7.552708602588687,3.0455606977198513,42.96176313856405,5,0.3630228567861712,4,48,90.38695532597794,63.20208756966361,2.181121421311939,82.7536567630405,31.801195526050538,404.57762914636874,0
7410,82.75812174807021,3.9445582824931873,33.87772274543586,12,1.1250257645541188,24,52,97.01951211011036,54.97593505943293,2.8575479453833013,80.354938117666,27.320314653311932,423.0869524144779,0
91482,42.76690858241691,2.2710341780112504,65.17796448371277,27,2.6676887587911455,7,37,86.51965771152848,46.85364021375019,1.9904563828655841,71.71467838847595,34.19448121029422,320.11571570760157,0
706,59.60639311005951,3.0097705673532413,51.23327598477245,4,0.7856801626288445,14,36,87.73540140144151,42.829805976674905,2.212364057329246,76.11247232349112,32.1386868631764,307.5052842691644,0
87554,8.9652231235679,4.4005543865008026,30.26477628168366,52,1.8725781060258102,17,26,80.99878356087304,76.07740947877761,3.323514136057143,83.40374582593894,24.417375242529666,447.7138141666652,1
88397,33.735907835727964,3.130772468944197,53.153057826349865,19,1.5150141242556352,8,10,92.3259084001199,49.784203109569944,2.3291533443425902,84.30079189982041,28.259825966651814,373.11376766912866,0
23919,8.970091901484578,3.143202192496382,55.763497355068594,45,2.473712969521927,28,34,87.50079801930372,53.257208908810014,2.4750475109870265,70.66777611545373,29.162596701682634,417.5157812037262,1
51136,96.15437228811096,1.5114060220375969,77.39143474615419,47,0.2045551619258259,3,21,88.5051958464524,33.72969635430215,1.1040013921327865,57.33411418064811,40.98110561555438,254.38257333959953,0
50515,80.72616493262504,3.7870334719498473,43.32798996593158,24,2.466826555669717,13,6,93.41020758023316,45.40085633095026,2.7848961939738657,77.02133456013178,31.564218789450088,423.37051577502245,0
54768,45.963275435646025,2.214117876925032,68.80627790926991,42,0.4935855989262692,23,59,86.24123447935952,41.05511172331781,1.931873178453098,70.10068800030403,35.25896563012065,351.4128747693644,0
