acceso_a_internet,cobertura_electrica,computadores_por_estudiante,dispositivos_promedio_hogar,docentes_por_institucion,estrato_promedio,num_instituciones,poblacion_total,porcentaje_rural,puntaje_pruebas,salones_por_institucion,tasa_aprobacion,tasa_desercion,tasa_pobreza,comp_per_inst_ratio,docente_salon_ratio,pob_por_inst,aprob_deserc_ratio
0,86.60106372128186,0.639660366114082,1.983457226182691,69,2.5088371409632466,9,67721,27.23153971810828,345.33173276902875,7,72.01436412149816,36.80819444244766,62.684182523776855,0.06396603661140819,8.625,6772.1,1.9047289928409508
1,84.26842437563327,1.1925598970771414,2.93857852193332,32,4.388086889456378,32,65320,11.750184021237333,465.1459586109472,20,82.60434924866709,26.75929425469196,28.016978696500463,0.03613817869930731,1.5238095238095237,1979.3939393939395,2.975736648445414
1,94.62611493454662,2.5410135224023938,2.815262279157484,37,3.9442163762851976,44,1269,25.19982216440717,444.8802969178092,29,78.42527777341631,29.288666375861236,38.41839135645396,0.05646696716449764,1.2333333333333334,28.2,2.5892615013224183
0,91.50142699993935,1.15616323914909,2.7399343677501333,69,4.14218307853958,13,60235,92.07564510547336,397.209250219332,19,81.47738185331185,29.960135129383477,25.659010884453508,0.08258308851064929,3.45,4302.5,2.631686893898074
1,86.65609356026202,1.2954528936709182,3.862593793221549,58,5.1673603787432,23,63455,58.15888378497554,425.71384381369154,19,84.26423200642397,31.47117931203302,22.5089239930125,0.05397720390295493,2.9,2643.9583333333335,2.595046862840541
1,90.1884842618787,1.025746246854029,3.034413573837373,10,4.100661847549999,59,65425,53.34802087447829,403.2138330327055,15,86.99697467682611,22.77733409204196,31.41060860141782,0.017095770780900483,0.625,1090.4166666666667,3.65881954385892
0,91.50399253418271,2.708624029861966,1.318204576598502,79,1.0,8,68469,59.63935996924615,216.03019227477316,23,63.067042572015794,40.47614498943149,87.2783047048039,0.30095822554021845,3.2916666666666665,7607.666666666667,1.5205618214538952
0,84.23215296742842,2.0236895877649506,2.6691442519021336,52,3.322560495997553,35,5811,36.60282657465152,431.57599367680814,6,87.54403120491037,21.96481974223097,46.89448066629553,0.05621359966013752,7.428571428571429,161.41666666666666,3.812093114056627
0,86.00849187515624,0.7054588971217758,1.2061117027495123,73,1.433198498930516,54,83604,80.71070203195127,255.4970721930228,23,70.3615357871364,31.886651133896628,74.7644483985418,0.012826525402214106,3.0416666666666665,1520.0727272727272,2.1395165929380386
0,88.42991095218889,2.273939207265301,2.4241265041093705,78,3.151450070277146,28,54207,52.32862493002498,363.8200706977021,24,68.79139720087908,33.62335198058793,53.56100023385985,0.07841169680225175,3.12,1869.2068965517242,1.986849720369303
0,89.2254868340369,0.2116952176893823,2.4287778536904665,32,3.093627861455305,15,85805,11.674790276879554,399.9478521716353,18,87.51523199485212,22.28748698011897,54.89686489628868,0.013230951105586393,1.6842105263157894,5362.8125,3.758036754655655
0,82.02437897518739,1.249584659568329,2.0890262430802005,20,2.416305097238076,52,29193,12.906512482906296,325.24351227550693,19,81.52671495384486,25.10006390336131,68.11184505085664,0.023577069048459038,1.0,550.811320754717,3.1236212775458148
0,93.729708189629,2.738332295716161,1.8227659273882373,30,1.972396856826616,29,72432,53.68591465026184,341.9196306088554,20,58.61995849350625,43.73828839418652,69.1072375636352,0.0912777431905387,1.4285714285714286,2414.4,1.3102861239797359
0,90.15604232551443,2.1003778079876647,1.8905015749787624,54,2.4696680992527646,51,93516,93.65702180708392,417.17804764994577,4,72.32403802689728,39.06986071725094,62.4260711868178,0.040391880922839705,10.8,1798.3846153846155,1.8049485756200851
0,88.75847120194815,2.399977625919401,2.2215820682930905,58,2.6628394485719133,4,26158,30.83521216761988,396.6872344078804,23,63.81012310313783,42.838736717395065,53.12578786752926,0.4799955251838802,2.4166666666666665,5231.6,1.4555648241984624
0,86.42608912024106,2.800813867279264,2.2905975891183683,17,2.8682951540653883,34,84978,86.95411688592183,391.9774051181335,14,67.85897525885741,34.801422292261336,64.21756980527849,0.08002325335083611,1.1333333333333333,2427.942857142857,1.8954267991058413
0,84.9335422065414,2.346199523079883,2.1860380629752303,69,3.105433906136862,37,18931,76.40955865788793,358.5201583162768,12,71.25032738787102,38.527074117245554,48.746289122845695,0.061742092712628496,5.3076923076923075,498.1842105263158,1.8025702377192827
0,90.07924878466072,0.3568935329495568,2.528959827129622,39,3.5852508255422677,24,3247,24.781244290690687,400.241313586904,11,80.73930022180473,32.32028459766185,49.845411110213725,0.01427574131798227,3.25,129.88,2.4231275691886003
0,90.78804083996997,0.7688628741123995,2.23514588542501,33,2.687447690978046,21,59650,3.6340748316242455,363.0236218753445,25,73.20518917237537,31.4177609821781,63.34922109764842,0.034948312459654525,1.2692307692307692,2711.3636363636365,2.2581815324204677
1,99.8479348472503,1.5499833098849638,3.050598916522345,35,4.279648434671994,2,66225,10.184726514238276,490.0788228449149,28,84.86534303131256,27.292181718768614,37.80478675355997,0.5166611032949879,1.206896551724138,22075.0,2.9996040558093173
0,100.0,0.1401875874316924,2.259055304054188,16,2.9617614923219078,7,85154,72.84939338474402,370.8046940686092,6,81.22461335174225,32.52034377017885,54.38662574553896,0.01752344842896155,2.2857142857142856,10644.25,2.4231438051062946
0,87.32885421354047,1.911332694956129,2.717062589667859,73,3.924490818573372,56,36273,19.96697380406467,417.4851627282768,17,72.23116077374856,33.37149074080316,39.31895888045479,0.03353215254308998,4.055555555555555,636.3684210526316,2.101484667000531
0,85.20640697746178,2.006009474812096,2.32810793032786,36,2.6955191826096923,11,67935,37.12709205053938,400.7665772729616,23,76.74569420210307,30.37539380544094,59.24683067415454,0.16716745623434134,1.5,5661.25,2.446047201128493
1,83.6695607837532,2.1197005375011497,4.212101182380437,14,5.74370916933686,12,57386,50.16991660064248,500.0,29,92.90587881090975,20.419481670180424,4.324919800687166,0.16305388750008845,0.4666666666666667,4414.307692307692,4.337447574198333
0,90.43884673041852,1.7116019159378535,2.459054915528369,9,3.467264175033863,4,67303,72.54681684501628,352.8072835864972,25,68.9201275154866,37.22990461253755,47.86054219298542,0.3423203831875707,0.34615384615384615,13460.6,1.802780525193467
1,83.76111192332591,1.411899985035439,3.4443430859607838,31,4.635298601316604,35,32051,11.323122325912538,490.88069564037687,12,92.81808971389498,24.685653221744957,37.89927567856614,0.03921944402876219,2.3846153846153846,890.3055555555555,3.613616088039258
0,83.10250968740436,2.5810897026751487,2.0115735566767734,43,2.306058011187209,40,11894,40.63664052774615,317.83145659361406,11,74.31846293417186,33.00619964328958,64.27987238783068,0.0629534073823207,3.5833333333333335,290.0975609756098,2.185438646886174
0,86.32802371051096,2.325264880130124,1.927760314575365,25,2.5528497216938675,26,69592,48.50729091426954,433.23353979158713,28,72.9179009073085,33.78753815110442,61.54355334074424,0.08612092148630089,0.8620689655172413,2577.4814814814813,2.0960925889776867
0,86.95107898606156,1.87583940976696,2.0407813235108065,20,2.747862347350589,18,4390,54.08270639715397,355.1612556555505,9,72.1083410127467,28.77518544475309,53.66147709088804,0.09872838998773474,2.0,231.05263157894737,2.421759593959253
1,86.29833065926981,0.2334397090428714,3.923768642256624,33,5.472999926768086,55,42106,81.83606413952167,500.0,13,98.22967086277896,24.12667433732156,18.833437642690075,0.004168566232908418,2.357142857142857,751.8928571428571,3.9093781192075574
0,81.91222889483979,2.1123940296332075,1.828025263519172,75,2.7872599819344,58,96776,17.16781950432169,395.44884960679593,4,68.83356638173267,34.81904360161918,54.30125445288568,0.035803288637850976,15.0,1640.2711864406779,1.9217030791581795
0,89.54522671080457,1.7186668685560176,1.3803637865851686,18,2.1765659050432657,56,80538,80.78314518266222,366.1302220411632,22,84.17783642071049,27.89141016703964,71.60079393304014,0.030152050325544168,0.782608695652174,1412.9473684210527,2.913593899848599
1,89.45525068691994,2.1111188159871768,3.331894922405839,45,4.300906453547187,37,87813,69.28784276966522,464.7186469233939,28,68.24164425607529,39.796827852516174,41.193044511276646,0.05555575831545202,1.5517241379310345,2310.8684210526317,1.6727193717799418
0,96.68860065657331,1.0030883881517156,2.34519731141254,78,3.058804345736268,16,11127,55.58708141989593,399.1215085688369,22,71.09122106864785,31.84780784742849,60.91591794137425,0.0590051993030421,3.391304347826087,654.5294117647059,2.16426074454808
0,83.78955081684578,2.353257838075708,2.2558208597376246,45,2.781880539349184,55,9292,69.95278704025719,395.4340395749546,29,73.38072310753549,32.70622111318565,51.054077722274464,0.04202246139420907,1.5,165.92857142857142,2.1770676357080396
0,92.6327333478442,1.3120180184765429,2.4259899954481967,48,2.3897176885221416,12,74469,41.20177389516564,343.1632754256622,27,76.68779972039472,31.713982105156365,67.76778716709482,0.10092446295973406,1.7142857142857142,5728.384615384615,2.3441903059642266
1,98.9244244639672,2.693958583902978,2.63844287134957,77,3.4888285582020147,41,43501,13.839758596812455,403.7228415498029,26,73.97027191700649,35.727619717913285,50.90252135140628,0.064141871045309,2.8518518518518516,1035.7380952380952,2.0140230291300014
0,82.7171879125246,0.4016301994048185,3.024898348182138,20,4.0626556336097,40,77052,66.57652402653673,458.4444462380093,18,76.72912929944789,31.010723931516225,36.98481245441578,0.009795858522068743,1.0526315789473684,1879.3170731707316,2.3969820071424275
0,84.54763982624542,1.5051929162965425,2.731071038404916,28,3.788085440768136,37,24397,52.46723066856222,439.828244833081,8,79.73180514439217,36.47547859226676,49.14210602718542,0.03961033990254059,3.111111111111111,642.0263157894736,2.127572699254205
0,83.71044213388805,0.696639259486585,1.9245701888373767,25,2.520666222504618,52,68648,63.93748005427755,350.63534603095803,10,67.23241184937778,30.55693447384893,64.26223391409165,0.013144136971445,2.272727272727273,1295.245283018868,2.1305115015241083
0,92.23500308814988,1.4150625560940064,1.4738567738329034,63,2.012297312344413,19,23983,33.799878102849,337.8210548435226,25,74.02072323579283,32.48047490855389,76.68111952416625,0.07075312780470032,2.423076923076923,1199.15,2.2108624037731723
0,92.03776452397742,1.125916305739614,1.218045613108103,43,1.0,15,49055,90.6866577339836,304.18282125276704,26,56.03966902510417,41.75246524786407,78.66189905148728,0.07036976910872587,1.5925925925925926,3065.9375,1.3107938618324222
0,94.76600330090166,2.4299589555946435,1.756854844369493,75,2.054531291823768,22,17659,58.736986857557696,313.8715494035142,25,65.18231862699021,40.61426335879041,65.61175400610708,0.10565038937368015,2.8846153846153846,767.7826086956521,1.566345607634585
0,90.39604523982908,0.5847909343754255,1.8873001654877972,11,2.6278654586586514,20,80577,8.540248429087383,305.4761798595793,20,69.60613797492881,35.00542321497278,61.05063585175392,0.02784718735121074,0.5238095238095238,3837.0,1.9332126040941313
0,99.00445610179744,1.836281142882089,2.4594906216687717,32,2.940960168409313,43,36420,44.980399070442864,361.954871480466,13,74.53470712965743,34.866432361362534,61.74855013934688,0.041733662338229296,2.2857142857142856,827.7272727272727,2.078118793045909
0,92.70750348934172,1.2788049217320578,2.03584087109873,55,2.729188727197232,52,92567,75.63560547436343,383.7457626708212,24,73.31291460207896,31.02415998589576,61.33616637041054,0.02412839474966147,2.2,1746.5471698113208,2.289300160702663
1,96.29295334903424,1.6024179399632057,4.002818127203114,39,5.800876947609391,13,67621,79.41345617322723,500.0,6,100.0,20.756870777008825,8.24515587832164,0.11445842428308613,5.571428571428571,4830.071428571428,4.596249204443185
1,90.77501522248032,2.1717701179364948,2.709433540660434,62,3.491365137232632,23,69979,49.45970527637588,402.5072073108746,6,78.22686308557489,36.49757592394525,56.51123450088927,0.09049042158068728,8.857142857142858,2915.7916666666665,2.0861845374815466
0,88.07119334681336,1.1355934325140191,1.6070644076803977,14,1.7623572738719715,31,89975,89.4747570831301,288.49470513748474,12,67.6163672015852,32.81272418419157,72.09110500135216,0.0354872947660631,1.0769230769230769,2811.71875,1.9997314275315863
1,89.11593044596283,1.1644534385085938,2.65973287727827,42,3.655567398421837,26,19957,26.766843719429755,429.842896086682,24,76.39037280197712,29.35325043420344,40.584816492377286,0.04312790512994792,1.68,739.1481481481482,2.5167114463595284
0,96.86105983507,0.3227277650495492,2.2704759460635966,36,3.391476720771154,45,67057,41.05986972382666,420.04174686740254,18,79.42480883871028,31.920290481876847,45.252362219455776,0.007015820979338026,1.894736842105263,1457.7608695652175,2.4126399760182835
0,93.97216641277517,1.7006499924527867,1.7202854390843838,66,1.9500893879811945,32,77689,89.859691056897,302.9536167461654,26,61.54648851600581,44.25567790873898,64.08745645305798,0.05153484825614505,2.4444444444444446,2354.212121212121,1.3599727450800385
0,93.66735016191014,1.3090223173814417,2.674463732047731,54,3.288805553332357,21,79453,89.62567164715789,405.8838193714111,23,68.79696388108232,36.30818091891096,39.431401151893446,0.05950101442642917,2.25,3611.5,1.844018180104036
0,94.96164961341717,2.4556388103219264,2.39257610449688,45,3.530151263183603,17,53495,68.57127688246808,446.4645977729541,5,64.21141872345164,38.695347501138414,46.46476394171732,0.13642437835121812,7.5,2971.9444444444443,1.6176056582351406
1,91.32073186575042,1.373866162147472,2.6511515711585405,51,4.024504424447717,29,41257,85.89805471222202,411.7923660245048,14,75.42299380169482,30.77281062915805,31.85941619480664,0.04579553873824906,3.4,1375.2333333333333,2.373821903325065
0,100.0,2.9153119092235475,1.5327049182150765,6,1.2243277464982762,53,10192,8.877326695623267,277.3093894197795,19,74.81303272971329,30.87271375266552,83.20342229051627,0.05398725757821384,0.3,188.74074074074073,2.347243893641051
0,88.8785508966345,0.5981780093284109,2.4939298345792134,46,3.6480780112135065,29,46258,86.49949762077763,413.3835910907648,7,75.53924612636536,31.77067764566484,50.20024308301345,0.0199392669776137,5.75,1541.9333333333334,2.3050864844217913
1,90.54478311702049,0.8744779894866251,3.037320681904979,8,4.409904655268919,48,72909,32.06199065502268,450.2393085866774,5,74.57873675724242,34.36168314480416,35.73453040519802,0.017846489581359697,1.3333333333333333,1487.938775510204,2.109026780536621
1,87.75670294095589,1.2365492022027496,3.374227965700585,5,4.887686579008044,22,71711,17.833151242821632,470.4162017083213,18,85.654009771868,20.482430114019675,26.904639773049084,0.05376300879142389,0.2631578947368421,3117.8695652173915,3.987165759052987
0,92.49419259851842,0.5942204671903707,1.731307506166285,26,1.7739324735535655,49,66197,23.936983634204637,324.6517056075499,21,75.20812358304553,36.488546368034086,65.68673395195066,0.011884409343807413,1.1818181818181819,1323.94,2.0061627048621538
0,81.2059877041234,2.9197194725770665,1.9299922143466133,15,2.8540477273664733,19,37565,41.79685080138871,363.99031009509713,6,76.79293334346544,37.1956034519546,61.41953083183881,0.14598597362885332,2.142857142857143,1878.25,2.0105176094432324
1,75.20329554269907,1.9587851584205929,2.2158211751001264,15,2.9509344715326558,54,92593,25.119200460446724,412.2931809540106,11,77.6605647246376,33.21631417213204,65.46880252955847,0.03561427560764714,1.25,1683.509090909091,2.2696940510292993
0,86.76648936391148,0.132477183775809,2.4758015748882545,18,3.675518736582285,14,99799,32.0567586016499,419.9986314746805,6,85.19302606885432,23.12761451778803,51.90856432513908,0.0088318122517206,2.5714285714285716,6653.266666666666,3.5309344819831217
0,92.91874862652084,1.777678694141959,2.615112466130105,77,2.835370902471812,55,33106,13.497848607164208,344.3671259246823,23,72.88186841321806,30.108270261920108,50.81675999966698,0.031744262395392124,3.2083333333333335,591.1785714285714,2.3428454169768917
0,95.13293432044875,2.36562238658766,1.7507332127673758,63,2.284606428760826,39,12034,29.61767655589985,345.17386824032366,12,65.05422846568646,38.56189321491033,65.34106660875362,0.059140559664691505,4.846153846153846,300.85,1.644365908180765
0,83.698214154042,0.2487702540231887,2.2358697942918986,22,3.217176372584892,23,95163,57.22838145420012,439.6387623580636,23,79.12289430751068,33.630403589380265,50.32870433725711,0.010365427250966196,0.9166666666666666,3965.125,2.2847811779985854
0,81.66967378189116,1.775977195348776,1.955089996839887,65,2.662497933842535,41,40897,44.1853708091064,355.05671223482017,19,73.2994659161908,34.608091931902294,58.07234796368427,0.042285171317827996,3.25,973.7380952380952,2.058505860307548
1,86.38732753692041,1.1855045569328353,2.600675370177848,28,3.5621895306852416,2,91887,34.67187612359112,422.8208697211459,18,73.22149903451225,31.973507890437368,46.70254723096757,0.3951681856442784,1.4736842105263157,30629.0,2.220615995053022
0,86.29942134592244,1.786282817272097,1.845301658645417,31,2.1904326131541265,51,1516,74.6452128857114,376.8845250072322,9,61.90059316139459,38.63378755367963,77.96892188986112,0.03435159263984802,3.1,29.153846153846153,1.5618137196087305
0,91.0868552492211,0.8325572221749129,1.8291401110996328,39,1.9776903439520652,55,90289,89.3509971393318,290.4671230619681,17,74.8720526291052,35.287932323794685,70.8714314286552,0.014867093253123445,2.1666666666666665,1612.3035714285713,2.063276903214741
1,90.6264109610184,2.031448000838594,2.930283570869468,72,4.315440218224961,32,56091,75.6789222902397,460.46976801172025,20,76.49130343035641,24.690750119081446,33.04668102002414,0.06155903032844223,3.4285714285714284,1699.7272727272727,2.9773869223671894
1,97.33439251835236,2.0468650493286957,3.511880060463845,26,5.272527613804433,38,90312,33.200070211767915,499.9613163731697,8,88.25058150971688,26.15645048428354,22.40160262455317,0.0524837192135563,2.888888888888889,2315.6923076923076,3.2497097351066118
1,87.93093353204529,1.664565898506304,2.9800429611515087,15,4.822271226723244,33,23747,74.44421678375537,441.48192213037976,17,82.06718605437604,29.3086587849462,21.09939620605799,0.04895782054430306,0.8333333333333334,698.4411764705883,2.707714209219229
1,83.35115914695002,2.7788860169859144,2.0409158190919547,75,2.928074407051475,58,24800,15.19801824740512,377.81224281008014,13,80.95145361457861,25.971245048868912,52.4985043842668,0.04709976299976126,5.357142857142857,420.33898305084745,3.0013984696629143
1,91.52583416969644,2.7374905228420587,2.810069147011322,62,4.055127171581179,7,74565,13.031798809129093,443.9639650359576,22,83.8140208843849,31.66360092848445,44.10425279391397,0.34218631535525734,2.6956521739130435,9320.625,2.5659761478194674
0,85.1714681009726,0.2378506079659749,2.1968115379499684,8,2.31371721778663,48,83298,34.562703703615895,285.094646330643,7,73.83352529466656,31.952013628725123,66.23596336502992,0.004854094040121937,1.0,1699.9591836734694,2.240637738456868
0,85.2493523176716,0.9406922120007124,2.620043861097143,70,3.508179289052328,34,9768,80.7702369044057,340.7469208630737,18,78.9063823242816,32.34911178376793,57.8859611025085,0.026876920342877496,3.6842105263157894,279.0857142857143,2.3660714814805903
0,98.49174400023976,1.156350705800253,1.8803625357431848,69,2.4161972330800183,4,87307,24.634824724230185,323.5306411167106,14,64.23205461279973,37.82684529837912,65.09544373299629,0.23127014116005057,4.6,17461.4,1.6543207185437028
1,94.65282505669305,0.260278571837393,3.3611880187374195,22,4.256504117940112,23,12685,6.325340889867959,463.45313033194327,23,81.86230906806492,26.461647211927826,29.923315415278783,0.010844940493224708,0.9166666666666666,528.5416666666666,2.9809686373258937
1,87.86756822606176,1.6185484679140132,2.9211698715524714,63,4.123464717923843,20,64204,13.170953520635509,442.207752395681,6,78.05889952575822,33.27958723624999,30.222732056472157,0.07707373656733396,9.0,3057.3333333333335,2.2771248378163804
0,99.11075690301226,0.1712867406955618,3.3778904627370347,27,5.075954111097476,22,87279,85.87449685295802,500.0,4,85.9374225925081,32.02891010664996,28.868915431839653,0.007447249595459208,5.4,3794.7391304347825,2.6018849037106335
0,94.14946179466622,2.0663994579968845,2.0006090645900074,8,2.770694912467501,46,39599,63.37832847472876,362.6234680144676,18,72.70343436196535,29.34181731135068,53.23194297558777,0.04396594591482733,0.42105263157894735,842.531914893617,2.3961463354657884
1,91.94130699254596,0.1077965308078287,3.0255470136215603,57,4.579033701092001,29,9071,25.320116336997668,469.85020807906665,10,75.56245010740878,32.29691133201772,25.65887704981749,0.0035932176935942898,5.181818181818182,302.3666666666667,2.269353134708001
0,86.61034219010217,0.1926161212233281,2.4436676336897336,44,3.506465061928088,43,38544,55.52958253281813,405.772552735254,19,77.2638990540029,28.009278830700183,44.82810144925349,0.004377639118712002,2.2,876.0,2.663420194101324
1,79.70754088263789,2.5178842014437266,2.355670146470689,44,3.075388469234348,41,51714,52.75796224253504,407.3597425737095,11,67.14902976595667,35.90950502409202,58.85046332038845,0.05994962384389825,3.6666666666666665,1231.2857142857142,1.8192882760721483
0,85.72425864390111,0.832567033235552,2.463273368181958,55,3.3369938400965604,37,61728,65.54359784406613,374.9372226369599,8,81.81214922148214,29.678362256916923,48.10647269569527,0.021909658769356632,6.111111111111111,1624.421052631579,2.6667704271937236
0,87.5434870365114,0.3355639207817154,3.5283774687003286,13,4.698013161503488,3,49484,23.31875544216163,487.692993224308,6,85.80799911151217,27.07692347267561,25.321744688007858,0.08389098019542884,1.8571428571428572,12371.0,3.0561752677432876
0,84.01610653406622,1.2584529415508967,2.288008584659928,27,2.868063285106246,22,41274,86.44029871943977,380.77186394327566,24,70.97137701435001,31.9331451950262,63.04208598986375,0.054715345284821595,1.08,1794.5217391304348,2.1550136372965865
0,90.61880746151078,0.2477512636485785,2.4486188823463317,17,2.9189381381154265,20,3068,30.936856208001284,357.2813425131268,29,71.6001123284538,35.183859196154984,61.42567739747459,0.011797679221360881,0.5666666666666667,146.0952380952381,1.9787859537122636
0,79.80842108596251,2.2761895041568003,1.3769022952937486,5,1.0,25,63092,69.41316539762369,292.0540603048307,27,53.51323206777441,45.13862677030964,93.33533074178736,0.08754575015987694,0.17857142857142858,2426.6153846153848,1.1598358211694837
0,96.65217354104888,1.533027075698164,2.3649384262147213,14,2.852951935301953,34,68063,1.612464637221489,396.4898372049757,15,74.62934661281489,28.96400468350564,63.96237370600897,0.043800773591376116,0.875,1944.6571428571428,2.490633258173808
0,87.71334803138849,1.7006041902755047,2.2877330427786724,31,3.264361927958183,42,3195,37.26571298941472,427.8570536244147,16,73.68224591896401,34.01184169617673,56.32915126010368,0.039548934657569874,1.8235294117647058,74.30232558139535,2.1044950036721453
0,93.69619955121038,2.283735368489825,1.8068738194289768,23,2.23775222223945,53,48690,35.17098179588083,361.235952196786,14,79.5289010914467,32.745505450442856,62.677508062569736,0.042291395712774536,1.5333333333333334,901.6666666666666,2.3567257336903515
0,93.63684016101408,2.3749296151945685,1.9219570276783828,26,1.992144801318556,29,5758,54.348442858301446,360.3214639605519,27,70.42161487358317,38.28454250221899,73.41297111268456,0.07916432050648561,0.9285714285714286,191.93333333333334,1.7926036651592772
0,83.82853906589773,0.4951495178517408,1.4841133636908947,15,1.1487614238482715,57,88038,7.27362617771965,292.5233811878781,5,71.82954978403684,33.48069377564825,88.84175501259419,0.00853706065261622,2.5,1517.896551724138,2.083181685710917
0,81.29590818008217,0.9128108943703772,1.991213321800323,79,2.415349404696782,10,40004,79.01313737261083,296.3006766130813,17,71.69010218159264,27.96242615231288,73.04875014242154,0.0829828085791252,4.388888888888889,3636.7272727272725,2.4752795848170894
1,86.79972111494435,0.6094317387041435,3.559560256984152,20,4.421179096797116,39,33659,21.77808017675685,398.5452027724716,17,88.39002770316249,24.398260054012766,34.53793667335891,0.015235793467603587,1.1111111111111112,841.475,3.4801607478303387
0,91.87742572593424,0.2567121684261203,1.3268891837980723,33,1.5181476968909813,47,14486,67.70378148820102,303.335794159876,17,63.72620521920758,44.68991433365149,74.76798656926107,0.005348170175544173,1.8333333333333333,301.7916666666667,1.394754316102362
1,90.68331621087728,1.6588004363703384,2.8551099540503277,34,3.789017251812163,37,62358,80.32121232440932,460.15081218743455,17,81.708864889419,24.415726642838017,38.74408291246333,0.04365264306237732,1.8888888888888888,1641.0,3.2148939134283623
0,95.82846946636502,0.8244188067732318,2.551074219361429,15,3.879346547027094,40,13166,56.18769562415131,388.32989460574566,10,77.43158726447982,27.2588949405539,46.706953556342704,0.02010777577495687,1.3636363636363635,321.1219512195122,2.7400783869067347
1,91.96170113846888,0.5465448496956903,3.805594832904144,61,5.452861621142402,50,39160,74.08832067219855,500.0,19,93.73765942915324,22.559940803207315,14.87342195522967,0.010716565680307653,3.05,767.843137254902,3.978688240863166
1,92.32879636840056,1.5794270777740482,3.0727570906840684,69,4.0383551849025725,20,4061,66.18603122150056,466.72201453038736,27,76.13607394865554,29.392623127497195,39.96088896844164,0.07521081322733562,2.4642857142857144,193.38095238095238,2.5050840011164666
1,85.95740216925353,1.9386436018740187,3.1419571024147808,10,3.954579581106178,38,27354,35.55297971520076,394.7075725703228,25,77.44916421714511,28.737753349396144,36.27997808602217,0.04970881030446202,0.38461538461538464,701.3846153846154,2.6044053599872163
1,88.72548364382295,2.339096597292018,1.9754984267643447,39,3.3676972532248786,23,65005,80.88585390335653,392.7118201605366,16,78.94340889576344,27.505999988587533,48.68993290851339,0.09746235822050076,2.2941176470588234,2708.5416666666665,2.7693611494902366
0,88.85916558495757,0.1507309204858657,2.012074247893494,63,3.000857334245965,11,52751,29.4701369885528,389.7215565749609,28,71.82637876507982,31.464056226507346,57.18206883612861,0.012560910040488808,2.1724137931034484,4395.916666666667,2.212489353269189
