acceso_a_internet,computadores_por_estudiante,dispositivos_promedio_hogar,docentes_por_institucion,estrato_promedio,num_instituciones,poblacion_total,porcentaje_rural,salones_por_institucion,tasa_pobreza,idx_tic,idx_infra_educ,idx_socio,edu_recursos_total,edu_recursos_mean
0,2.0236895877649506,2.6691442519021336,52,3.322560495997553,35,5811,36.60282657465152,6,46.89448066629553,0.3987356541686739,0.4455755490238249,0.4679644314150968,95.02368958776495,23.755922396941237
0,0.7054588971217758,1.2061117027495123,73,1.433198498930516,54,83604,80.71070203195127,23,74.7644483985418,0.12738379459404714,0.8673142638659881,0.4205169644026604,150.7054588971218,37.67636472428045
0,2.273939207265301,2.4241265041093705,78,3.151450070277146,28,54207,52.32862493002498,24,53.56100023385985,0.4074460452806267,0.7532320118527016,0.484697611920676,132.2739392072653,33.068484801816325
0,0.2116952176893823,2.4287778536904665,32,3.093627861455305,15,85805,11.674790276879554,18,54.89686489628868,0.17072394559507045,0.3943890840442565,0.48569723592449876,65.21169521768938,16.302923804422345
0,1.249584659568329,2.0890262430802005,20,2.416305097238076,52,29193,12.906512482906296,19,68.11184505085664,0.2622352222076167,0.5657992209716348,0.48505405026215775,92.24958465956833,23.062396164892082
0,2.738332295716161,1.8227659273882373,30,1.972396856826616,29,72432,53.68591465026184,20,69.1072375636352,0.41160048112031516,0.49148087079121555,0.4457165806604374,81.73833229571616,20.43458307392904
0,2.1003778079876647,1.8905015749787624,54,2.4696680992527646,51,93516,93.65702180708392,4,62.4260711868178,0.3437988417664523,0.520897555380314,0.46152512370277,111.10037780798766,27.775094451996914
0,2.399977625919401,2.2215820682930905,58,2.6628394485719133,4,26158,30.83521216761988,23,53.12578786752926,0.40535310882978504,0.51239037445934,0.43362708733682737,87.3999776259194,21.84999440647985
0,2.800813867279264,2.2905975891183683,17,2.8682951540653883,34,84978,86.95411688592183,14,64.21756980527849,0.457089434813372,0.38473486749348823,0.5104828116965616,67.80081386727926,16.950203466819815
0,2.346199523079883,2.1860380629752303,69,3.105433906136862,37,18931,76.40955865788793,12,48.746289122845695,0.3962597829170121,0.6105694553970417,0.45565293263943796,120.34619952307989,30.086549880769972
0,0.3568935329495568,2.528959827129622,39,3.585250825542268,24,3247,24.781244290690687,11,49.845411110213725,0.19562059708940804,0.38790116376323275,0.5092145871606015,74.35689353294956,18.58922338323739
0,0.7688628741123995,2.23514588542501,33,2.687447690978046,21,59650,3.6340748316242455,25,63.34922109764842,0.21892908664415756,0.5231199369130404,0.4879896800118684,79.7688628741124,19.9422157185281
1,1.5499833098849638,3.050598916522345,35,4.279648434671994,2,66225,10.184726514238276,28,37.80478675355997,0.7088382701509045,0.46139508208473723,0.5175271628024,66.54998330988496,16.63749582747124
0,0.1401875874316924,2.259055304054188,16,2.961761492321908,7,85154,72.84939338474402,6,54.38662574553896,0.1486058920128001,0.12249384663177769,0.4699202447092038,29.140187587431694,7.285046896857923
0,1.911332694956129,2.717062589667859,73,3.924490818573372,56,36273,19.96697380406467,17,39.31895888045479,0.3897410844584878,0.8018854398164743,0.48969846769270636,147.91133269495612,36.97783317373903
0,2.006009474812096,2.32810793032786,36,2.6955191826096923,11,67935,37.12709205053938,23,59.24683067415454,0.3687794528025494,0.4535211604177121,0.46797003713803825,72.00600947481209,18.001502368703022
1,2.1197005375011497,4.212101182380437,14,5.74370916933686,12,57386,50.16991660064248,29,4.324919800687166,0.8694423107647361,0.43709226467847156,0.4939644730667033,57.119700537501146,14.279925134375286
0,1.7116019159378535,2.459054915528369,9,3.467264175033863,4,67303,72.54681684501628,25,47.86054219298542,0.3456521631580301,0.3173106793796449,0.4873392478071231,39.711601915937855,9.927900478984464
1,1.411899985035439,3.444343085960784,31,4.635298601316604,35,32051,11.323122325912538,12,37.89927567856614,0.7252014659554628,0.42790403135230726,0.5535718756897345,79.41189998503543,19.852974996258858
0,2.5810897026751487,2.0115735566767734,43,2.306058011187209,40,11894,40.63664052774615,11,64.27987238783068,0.40898102563908756,0.4978732047697565,0.45457539176306727,96.58108970267514,24.145272425668786
0,2.325264880130124,1.927760314575365,25,2.5528497216938675,26,69592,48.50729091426954,28,61.54355334074424,0.3727055256202485,0.5542810715224508,0.46536296746138206,81.32526488013012,20.33131622003253
0,1.87583940976696,2.0407813235108065,20,2.747862347350589,18,4390,54.08270639715397,9,53.66147709088804,0.33028757134056613,0.24219179391593185,0.4448489350577173,48.87583940976696,12.21895985244174
1,0.2334397090428714,3.923768642256624,33,5.472999926768086,55,42106,81.83606413952167,13,18.833437642690075,0.6289645600143723,0.5646760819174612,0.5405496011762599,101.23343970904287,25.308359927260717
0,2.1123940296332075,1.828025263519172,75,2.7872599819344,58,96776,17.16781950432169,4,54.30125445288568,0.34006493439002083,0.6557220350323799,0.4520366853464094,139.1123940296332,34.7780985074083
0,1.7186668685560176,1.3803637865851686,18,2.1765659050432657,56,80538,80.78314518266222,22,71.60079393304014,0.25814309029052496,0.6182402561712906,0.47879263650797943,97.71866686855601,24.429666717139003
1,2.1111188159871768,3.331894922405839,45,4.300906453547187,37,87813,69.28784276966522,28,41.193044511276646,0.7963858844096534,0.7075895524171387,0.5368542869442745,112.11111881598717,28.027779703996792
0,1.0030883881517156,2.34519731141254,78,3.058804345736268,16,11127,55.58708141989593,22,60.91591794137425,0.25486958030301243,0.6586254689702966,0.5127720846891914,117.00308838815171,29.250772097037927
0,2.353257838075708,2.2558208597376246,45,2.781880539349184,55,9292,69.95278704025719,29,51.054077722274464,0.4027849945381498,0.8238583410997204,0.43501365130011194,131.3532578380757,32.83831445951893
0,1.3120180184765429,2.4259899954481967,48,2.3897176885221416,12,74469,41.20177389516564,27,67.76778716709482,0.2970033959177049,0.5646043921905991,0.48064861508454226,88.31201801847655,22.078004504619138
1,2.693958583902978,2.63844287134957,77,3.4888285582020147,41,43501,13.839758596812455,26,50.90252135140628,0.80661823307438,0.8490811766673835,0.5049390400647236,146.693958583903,36.67348964597575
0,0.4016301994048185,3.024898348182138,20,4.0626556336097,40,77052,66.57652402653673,18,36.98481245441578,0.24137070169676864,0.48401319090974265,0.4916650818798084,78.40163019940482,19.600407549851205
0,1.5051929162965425,2.731071038404916,28,3.788085440768136,37,24397,52.46723066856222,8,49.14210602718542,0.3441928516600528,0.37460271943030565,0.5259275477823218,74.50519291629655,18.626298229074138
0,0.696639259486585,1.9245701888373767,25,2.520666222504618,52,68648,63.93748005427755,10,64.26223391409165,0.18519590329078026,0.47293712810954186,0.4759466668529909,87.69663925948659,21.924159814871647
0,1.4150625560940064,1.4738567738329034,63,2.012297312344413,19,23983,33.799878102849,25,76.68111952416625,0.230891751558884,0.6467608191746123,0.4881572972164616,108.415062556094,27.1037656390235
0,1.125916305739614,1.218045613108103,43,1.0,15,49055,90.6866577339836,26,78.66189905148728,0.17670228743488295,0.5465027361579086,0.3969834794929333,85.12591630573962,21.281479076434906
0,2.4299589555946435,1.756854844369493,75,2.054531291823768,22,17659,58.736986857557696,25,65.61175400610708,0.3707491036213484,0.7180562525390112,0.4361843438113351,124.42995895559464,31.10748973889866
0,0.5847909343754255,1.8873001654877968,11,2.6278654586586514,20,80577,8.540248429087383,20,61.05063585175392,0.1692847304235315,0.3541711472745956,0.4703621245239371,51.58479093437543,12.896197733593857
0,1.836281142882089,2.459490621668772,32,2.940960168409313,43,36420,44.980399070442864,13,61.74855013934688,0.36002261699086735,0.49120606017157736,0.5052147287035135,89.83628114288209,22.45907028572052
0,1.2788049217320578,2.03584087109873,55,2.729188727197232,52,92567,75.63560547436343,24,61.33616637041054,0.2612400456684094,0.7875594427318564,0.48194401714760116,132.27880492173205,33.06970123043301
1,1.6024179399632057,4.002818127203114,39,5.800876947609391,13,67621,79.41345617322723,6,8.24515587832164,0.7928329041563066,0.26058020885607097,0.5195832916790657,59.6024179399632,14.9006044849908
1,2.1717701179364948,2.709433540660434,62,3.491365137232632,23,69979,49.45970527637588,6,56.51123450088927,0.7523931078245248,0.42165507682749065,0.533666707094385,93.17177011793649,23.292942529484122
0,1.1355934325140191,1.6070644076803977,14,1.7623572738719715,31,89975,89.4747570831301,12,72.09110500135216,0.2096670807141526,0.3283389490286042,0.43986095789037755,58.13559343251402,14.533898358128505
1,1.1644534385085938,2.65973287727827,42,3.655567398421837,26,19957,26.766843719429755,24,40.584816492377286,0.6325092069502992,0.5795755968169761,0.46923256258637913,93.16445343850859,23.291113359627147
0,0.3227277650495492,2.2704759460635966,36,3.391476720771154,45,67057,41.05986972382666,18,45.252362219455776,0.17052823624887306,0.5848208951657227,0.46651943649090855,99.32272776504955,24.830681941262387
0,1.7006499924527867,1.7202854390843838,66,1.9500893879811945,32,77689,89.859691056897,26,64.08745645305798,0.2839038247732788,0.7478074891867995,0.4180016827154539,125.70064999245278,31.425162498113195
0,1.3090223173814417,2.674463732047731,54,3.288805553332357,21,79453,89.62567164715789,23,39.431401151893446,0.31700356776673394,0.5920735058666092,0.4267007819618187,99.30902231738145,24.827255579345362
0,2.4556388103219264,2.39257610449688,45,3.530151263183603,17,53495,68.57127688246808,5,46.46476394171732,0.42575335175324325,0.2977752288097116,0.486541945694799,69.45563881032193,17.363909702580482
1,1.373866162147472,2.6511515711585405,51,4.024504424447717,29,41257,85.89805471222202,14,31.85941619480664,0.6558834510680641,0.5091523884627333,0.4618296286727701,95.37386616214746,23.843466540536866
0,2.9153119092235475,1.5327049182150765,6,1.2243277464982762,53,10192,8.877326695623267,19,83.20342229051627,0.4081987158240777,0.5084832843453534,0.44247241171585705,80.91531190922355,20.228827977305887
0,0.5981780093284109,2.4939298345792134,46,3.6480780112135065,29,46258,86.49949762077763,7,50.20024308301345,0.22049366853464722,0.396886276196621,0.5172986973415648,82.59817800932842,20.649544502332105
1,0.8744779894866251,3.037320681904979,8,4.409904655268919,48,72909,32.06199065502268,5,35.73453040519802,0.6300860128306902,0.3092694816832748,0.5200426203044536,61.87447798948662,15.468619497371655
1,1.2365492022027496,3.374227965700585,5,4.887686579008044,22,71711,17.833151242821632,18,26.904639773049084,0.6992999081797047,0.31299734748010605,0.522993705328463,46.23654920220275,11.559137300550688
0,0.5942204671903707,1.731307506166285,26,1.7739324735535655,49,66197,23.93698363420464,21,65.68673395195066,0.15759646704089228,0.6012258943293426,0.40850511608541806,96.59422046719037,24.148555116797592
0,2.9197194725770665,1.9299922143466133,15,2.8540477273664733,19,37565,41.79685080138871,6,61.41953083183881,0.4412346606694595,0.1869548593686525,0.4948531373172196,42.91971947257707,10.729929868144268
1,1.9587851584205929,2.2158211751001264,15,2.950934471532656,54,92593,25.119200460446724,11,65.46880252955847,0.68748940761735,0.4522068487585729,0.5250989335198896,81.9587851584206,20.48969628960515
0,0.132477183775809,2.4758015748882545,18,3.675518736582285,14,99799,32.0567586016499,6,51.90856432513908,0.16546620935336812,0.17173274069825795,0.5287154820216787,38.132477183775805,9.533119295943951
0,1.777678694141959,2.615112466130105,77,2.835370902471812,55,33106,13.497848607164208,23,50.81675999966698,0.3660269475417988,0.8910794083207877,0.4391578859369579,156.77767869414197,39.19441967353549
0,2.36562238658766,1.7507332127673758,63,2.284606428760826,39,12034,29.61767655589985,12,65.34106660875362,0.362850889069769,0.5950366812435778,0.45781764648421014,116.36562238658766,29.091405596646915
0,0.2487702540231887,2.2358697942918986,22,3.217176372584892,23,95163,57.22838145420012,23,50.32870433725711,0.15919160751860822,0.45942361459602843,0.4748606985704562,68.24877025402319,17.062192563505796
0,1.775977195348776,1.955089996839887,65,2.662497933842535,41,40897,44.1853708091064,19,58.07234796368427,0.31178982876429273,0.7052835328697399,0.45870536247036975,126.77597719534877,31.693994298837193
1,1.1855045569328353,2.600675370177848,28,3.5621895306852416,2,91887,34.67187612359112,18,46.70254723096757,0.6300939969954333,0.3016584223480775,0.4909529376837286,49.185504556932834,12.296376139233208
0,1.786282817272097,1.845301658645417,31,2.1904326131541265,51,1516,74.6452128857114,9,77.96892188986112,0.3039854216715213,0.4813965158792745,0.5125086721357686,92.7862828172721,23.196570704318024
0,0.8325572221749129,1.8291401110996328,39,1.9776903439520648,55,90289,89.3509971393318,17,70.8714314286552,0.19300918771585104,0.6429851602265395,0.4552022926019168,111.83255722217491,27.958139305543728
1,2.031448000838594,2.930283570869468,72,4.315440218224961,32,56091,75.6789222902397,20,33.04668102002414,0.7543426309269132,0.6979114392907496,0.4969506493847069,126.0314480008386,31.50786200020965
1,2.046865049328696,3.511880060463845,26,5.272527613804433,38,90312,33.200070211767915,8,22.40160262455317,0.803735288542445,0.3713408368580782,0.5386170353211375,74.04686504932869,18.511716262332172
1,1.664565898506304,2.9800429611515087,15,4.822271226723244,33,23747,74.44421678375537,17,21.09939620605799,0.7162352066377893,0.40844027050923604,0.4869804260647447,66.66456589850631,16.666141474626578
1,2.7788860169859144,2.0409158190919547,75,2.928074407051475,58,24800,15.19801824740512,13,52.4985043842668,0.7674581423087816,0.7711066504169953,0.4569660245968609,148.7788860169859,37.19472150424647
1,2.7374905228420587,2.810069147011322,62,4.055127171581179,7,74565,13.031798809129093,22,44.10425279391397,0.8256757035981085,0.53482925896719,0.5270558222359945,93.73749052284205,23.434372630710513
0,0.2378506079659749,2.1968115379499684,8,2.31371721778663,48,83298,34.562703703615895,7,66.23596336502992,0.15473811795601453,0.33491050732430044,0.4652718884486998,63.237850607965974,15.809462651991494
0,0.9406922120007124,2.620043861097143,70,3.508179289052328,34,9768,80.7702369044057,18,57.8859611025085,0.2701996451021889,0.6747556575142782,0.542327259336465,122.94069221200071,30.735173053000178
0,1.156350705800253,1.8803625357431848,69,2.4161972330800183,4,87307,24.634824724230185,14,65.09544373299629,0.23443078780362847,0.44655530862427417,0.4697297620920038,88.15635070580025,22.039087676450063
1,0.260278571837393,3.3611880187374195,22,4.256504117940112,23,12685,6.325340889867959,23,29.923315415278783,0.5859871889244085,0.45942361459602843,0.4752005071419787,68.26027857183739,17.065069642959347
1,1.6185484679140132,2.9211698715524714,63,4.123464717923843,20,64204,13.170953520635509,6,30.22273205647216,0.7061240057773038,0.40891820202165025,0.46341662921997195,90.61854846791401,22.654637116978503
0,0.1712867406955618,3.3778904627370347,27,5.075954111097476,22,87279,85.87449685295802,4,28.868915431839653,0.2437897404357566,0.2326092670920257,0.5517925861083655,53.171286740695564,13.292821685173891
0,2.0663994579968845,2.0006090645900074,8,2.770694912467501,46,39599,63.37832847472876,18,53.23194297558777,0.3489076493621977,0.46444189547637826,0.4449515561913319,74.06639945799688,18.51659986449922
1,0.1077965308078287,3.0255470136215603,57,4.579033701092001,29,9071,25.320116336997668,10,25.65887704981749,0.5409741276196551,0.484897364207709,0.4858039972633521,96.10779653080783,24.026949132701958
0,0.1926161212233281,2.4436676336897336,44,3.506465061928088,43,38544,55.52958253281813,19,44.82810144925349,0.16974950869209815,0.6221831911487085,0.47586440665941265,106.19261612122332,26.54815403030583
1,2.5178842014437266,2.355670146470689,44,3.075388469234348,41,51714,52.75796224253504,11,58.85046332038845,0.7632214458631474,0.5081248357110426,0.5039447096291105,98.51788420144374,24.629471050360934
0,0.832567033235552,2.463273368181958,55,3.3369938400965604,37,61728,65.54359784406613,8,48.10647269569527,0.24493204394580825,0.4962243410519273,0.475560740881259,100.83256703323555,25.208141758308887
0,0.3355639207817154,3.5283774687003286,13,4.698013161503488,3,49484,23.31875544216163,6,25.321744688007858,0.27499884006477376,0.08599182737113771,0.4959904081107417,22.335563920781716,5.583890980195429
0,1.2584529415508967,2.288008584659928,27,2.868063285106246,22,41274,86.44029871943977,24,63.04208598986375,0.2795471656886022,0.4890195235022821,0.5044919926546934,74.2584529415509,18.564613235387725
0,0.2477512636485785,2.448618882346332,17,2.9189381381154265,20,3068,30.936856208001284,29,61.42567739747459,0.17649397618031923,0.496582789686238,0.5013733829414198,66.24775126364858,16.561937815912145
0,2.2761895041568003,1.3769022952937486,5,1.0,25,63092,69.41316539762369,27,93.33533074178736,0.3219598723726187,0.44562334217506633,0.47147675749319184,59.276189504156804,14.819047376039201
0,1.533027075698164,2.3649384262147213,14,2.852951935301953,34,68063,1.612464637221489,15,63.96237370600897,0.31741473458984815,0.3840418668004875,0.5076529241769042,64.53302707569816,16.13325676892454
0,1.7006041902755047,2.2877330427786724,31,3.264361927958183,42,3195,37.26571298941472,16,56.32915126010368,0.3303601816458863,0.5194159676918297,0.5100419958974167,90.7006041902755,22.675151047568875
0,2.283735368489825,1.8068738194289768,23,2.23775222223945,53,48690,35.17098179588083,14,62.677508062569736,0.3580327657029751,0.5209572968193658,0.4396100170237537,92.28373536848983,23.070933842122457
0,2.3749296151945685,1.9219570276783828,26,1.992144801318556,29,5758,54.348442858301446,27,73.41297111268456,0.37794047979478784,0.5632064425167874,0.46955048844004654,84.37492961519456,21.09373240379864
0,0.4951495178517408,1.4841133636908947,15,1.1487614238482715,57,88038,7.27362617771965,5,88.84175501259419,0.12596612912558128,0.3925251511458408,0.46354015960872785,77.49514951785174,19.373787379462936
0,0.9128108943703772,1.991213321800323,79,2.415349404696782,10,40004,79.01313737261083,17,73.04875014242154,0.2155064878092797,0.5645446507515474,0.5100218916136026,106.91281089437038,26.728202723592595
1,0.6094317387041435,3.559560256984152,20,4.421179096797116,39,33659,21.77808017675685,17,34.53793667335891,0.6423728456505958,0.4654455516524482,0.5150952626385423,76.60943173870415,19.152357934676036
0,0.2567121684261203,1.3268891837980723,33,1.5181476968909813,47,14486,67.70378148820102,17,74.76798656926107,0.08567896391309958,0.5699811217052596,0.42902984659091115,97.25671216842612,24.31417804210653
1,1.6588004363703384,2.855109954050328,34,3.789017251812163,37,62358,80.32121232440932,17,38.74408291246333,0.7053430352366856,0.517014361841948,0.47323261204489875,89.65880043637034,22.414700109092585
0,0.8244188067732318,2.551074219361429,15,3.879346547027094,40,13166,56.18769562415131,10,46.706953556342704,0.25118419666224784,0.35892656582311755,0.5226910091103426,65.82441880677322,16.456104701693306
1,0.5465448496956903,3.805594832904144,61,5.452861621142402,50,39160,74.08832067219855,19,14.87342195522967,0.6552874172830233,0.7389896527827563,0.5184317788742282,130.5465448496957,32.63663621242392
1,1.5794270777740482,3.0727570906840684,69,4.0383551849025725,20,4061,66.18603122150056,27,39.96088896844164,0.714037789319263,0.7051759982794467,0.5043438199978714,117.57942707777404,29.39485676944351
1,1.9386436018740187,3.1419571024147808,10,3.954579581106178,38,27354,35.55297971520076,25,36.27997808602217,0.7610040659242218,0.5172174827347241,0.4772792119360245,74.93864360187402,18.734660900468505
1,2.339096597292018,1.9754984267643447,39,3.3676972532248786,23,65005,80.88585390335653,16,48.68993290851339,0.7115378503673297,0.44625660142901524,0.4815931611918949,80.33909659729201,20.084774149323003
0,0.1507309204858657,2.012074247893494,63,3.000857334245965,11,52751,29.4701369885528,28,57.18206883612861,0.12959571420239271,0.6392453461418979,0.48802158197453627,102.15073092048587,25.537682730121468
0,1.6262252198752023,2.718245404382944,18,3.852199513095519,8,23162,57.12129177515172,25,43.56326017010372,0.35705819130336947,0.3808397256673119,0.5040165745301389,52.6262252198752,13.1565563049688
1,0.8745061203979153,2.5930349111821305,47,4.248701272708039,29,8892,74.53977391415395,8,39.95922544813832,0.5937119009182944,0.4142112935216384,0.5253699835092384,84.87450612039791,21.218626530099478
1,2.9756131218688235,2.442552525234624,50,3.1704963074522854,36,31035,37.89559098125076,19,45.57209290275778,0.8229618167028275,0.6089803331182642,0.44604458646008416,107.97561312186883,26.993903280467208
0,0.5551163846505616,3.422940441866312,26,4.2918859018645765,25,79103,30.276760761742505,4,35.03899444223295,0.29160850535549077,0.245346141897866,0.5047096859083121,55.55511638465056,13.88877909616264
1,1.3697527234148428,3.968368157721717,64,5.883211296337688,39,52756,45.93460101728228,13,9.400828317893398,0.7632619187834689,0.612361698568595,0.533683781385099,117.36975272341485,29.342438180853712
1,2.91307633501737,2.5150731485333573,6,3.070858904820316,34,89635,81.79634943491536,18,49.02535653344815,0.8217096200573953,0.3864673692259899,0.45361218672299275,60.91307633501737,15.228269083754343
0,0.7179818638863806,2.363238831120208,73,3.099001627589321,47,35722,92.99217631456648,21,49.7674067273597,0.22356715791080387,0.801443353167491,0.46019365896728337,141.7179818638864,35.4294954659716
0,2.440003007422839,2.077853936056456,19,2.9078831620763506,32,77873,54.50834128598901,19,51.91134331927569,0.3981867485015363,0.44635218773149804,0.4519660328170054,72.44000300742283,18.110000751855708
0,0.8048141905050452,2.146941125342527,54,3.133742941286992,41,80075,66.14662053236519,23,54.74351008061692,0.21584047485702276,0.7070160346022415,0.48893020054046954,118.80481419050506,29.701203547626264
0,0.3182645409674495,3.171368608807174,60,4.223105293976349,23,96854,90.3273622238914,29,38.6541150889208,0.24377860917578129,0.7075178626902764,0.5161846725198611,112.31826454096745,28.079566135241862
0,0.2239900380138508,2.486903445009546,67,3.087054636807589,21,85151,9.85468514129424,23,58.07230154682197,0.17689674367251185,0.6506320644251679,0.5011607971202793,111.22399003801385,27.805997509503463
1,2.8513424469999538,2.425331037489745,39,3.1891780823113534,19,63835,23.207857786616504,8,53.8026431190096,0.8072639448355231,0.32070399311778625,0.48969717254889744,68.85134244699995,17.212835611749988
0,0.7173908739701556,2.194101515541045,30,2.7503503343392097,25,11465,70.89000062515825,16,59.53876464142961,0.20965054062503277,0.41721031376203793,0.47493522675962196,71.71739087397016,17.92934771849254
0,0.9466694621224312,2.965811199384603,31,3.489057500541556,23,25038,82.37444619122996,15,48.05859318069238,0.2991976974291291,0.3974000525724664,0.4905240348144142,69.94666946212243,17.486667365530607
0,2.904038798399097,2.3075316576836875,23,2.49680361158263,19,71092,85.70290283305779,25,65.92623518169366,0.4703440752270505,0.4665806389944321,0.4820081166737207,69.9040387983991,17.476009699599775
0,2.006434465289834,1.3063018717067842,41,1.7738526354801507,5,98518,41.51071768549326,28,62.85793182930334,0.28516461237064,0.5056634884221092,0.39413602388995556,76.00643446528983,19.001608616322457
0,1.515568165064048,2.257584082292268,40,3.447671990836994,19,8610,8.933990229186684,27,47.9892648856472,0.30661743949452247,0.5687982412120344,0.4860335217354965,87.51556816506405,21.878892041266013
1,1.3627228073767934,3.6254607357257145,44,4.979384471414301,35,79809,43.778147729962,9,26.89524411456472,0.7343770029813208,0.4480010514493273,0.5321157952023527,89.3627228073768,22.3406807018442
0,0.2408363302818153,1.8128390572326665,67,2.710055933633321,12,27766,23.07345902070538,15,68.29731447869878,0.1236423973019392,0.49634382393003085,0.5153707149810371,94.24083633028181,23.560209082570452
0,2.5329399891688213,1.7570569610261002,43,1.958794862872712,39,53492,29.11964549966242,8,65.06019997885079,0.3826057192131178,0.45366453987143635,0.4238106015017397,92.53293998916882,23.133234997292206
1,2.309904751470434,3.657835086088405,16,4.9156420206593925,25,83448,77.22675568375058,27,20.53107133030719,0.8459283680522836,0.49517289172461587,0.49343226471459034,70.30990475147044,17.57747618786761
0,0.3630228567861712,2.181121421311939,48,3.045560697719852,5,99306,7.552708602588687,4,42.96176313856405,0.1678449018048387,0.22950271226133293,0.4202990456568617,57.36302285678617,14.340755714196543
0,1.1250257645541188,2.8575479453833013,52,3.9445582824931873,12,7410,82.75812174807021,24,33.87772274543586,0.31083949858142645,0.5441608717470786,0.46408144313416333,89.12502576455412,22.28125644113853
0,2.667688758791145,1.990456382865584,37,2.2710341780112504,27,91482,42.76690858241691,7,65.17796448371277,0.4172085652157989,0.3448514827825173,0.4556323934332793,73.66768875879114,18.416922189697786
0,0.7856801626288445,2.212364057329246,36,3.0097705673532413,4,706,59.60639311005951,14,51.23327598477245,0.21899728890861633,0.2979066599756255,0.4587123980695614,54.78568016262884,13.69642004065721
1,1.8725781060258104,3.323514136057143,26,4.4005543865008026,52,87554,8.9652231235679,17,30.26477628168366,0.7682738736963817,0.5671852223576361,0.49133904390794303,96.87257810602581,24.218144526506453
0,1.5150141242556352,2.3291533443425902,10,3.130772468944197,19,88397,33.735907835727964,8,53.153057826349865,0.3124137063137221,0.1900733624871556,0.4805588320142203,38.515014124255636,9.628753531063909
