region,poblacion_total,porcentaje_rural,estrato_promedio,tasa_pobreza,num_instituciones,computadores_por_estudiante,salones_por_institucion,docentes_por_institucion,cobertura_electrica,cobertura_4g,dispositivos_promedio_hogar,tasa_aprobacion,tasa_desercion,puntaje_pruebas,tiene_internet
Mixta_Sin_Acceso_12,1095451,46.94336592412462,2.487197403833083,59.79316116719404,197,0.10484739266644758,8.839290521506838,23.28965376697749,80.85007387641937,40.419152850302595,0.8665925626118749,55.76200379599163,31.405318271353835,300.83195288692394,0
Mixta_Con_Acceso_13,1993176,43.36486072581238,2.7663642416770067,47.990958342506126,258,0.2329668522274002,10.233765349756107,30.44321598614658,89.80370081866354,74.70572101331008,1.4260433819627645,68.99493959971286,17.750926142852013,361.4582110353257,1
Mixta_Con_Acceso_14,1151456,44.3738631958994,2.5074097511688325,39.10110607896059,204,0.37294447525101065,11.438703027390233,31.998023713002915,94.96636837073905,66.10863411205256,1.6613924491083063,71.33718875858914,20.94753173474188,332.3674050871599,1
Mixta_Con_Acceso_15,2087341,40.02884879023597,2.437365898512954,38.108414735120846,342,0.33434013688117137,10.854384721373687,27.507139026229883,86.13557592199629,68.43146391185599,1.512184620542276,69.26782070082767,18.641144507783952,362.60907501592703,1
Rural_Remota_1,940053,84.19934413599557,1.8353632893462586,65.83635678939265,56,0.07010228426759611,6.115130705253356,22.55137255673619,68.60928654060393,31.122393042976707,0.40648208075445535,47.04557213380155,30.21816998501823,254.54112911646178,0
Rural_Remota_2,617537,75.91610804055706,2.0219262434168903,51.82004182102661,137,0.10223832005349506,8.055957956639244,22.83653012741143,61.89628346963811,28.662601006836205,0.7311818543733726,59.24280935486463,32.206102213935566,294.8611337613046,0
Rural_Remota_3,810736,66.45610970747396,1.9836543024953046,69.60065150570955,92,0.10211201123381214,6.836523164314057,20.796499344717382,60.246896313696354,26.1179025014221,0.530059579491786,53.77149158923731,36.00450733365422,278.8367301587852,0
Rural_Remota_4,882531,64.54700210997862,1.9382669133295454,67.93576819812023,106,0.12728540822963164,9.892441397080418,21.019353955409603,56.715471977189615,34.65371910533348,0.47254131391119336,50.21428821724025,30.477070222277476,268.4100716445186,0
Rural_Remota_5,666824,68.89978710679965,2.1576869051583705,52.574967965992876,129,0.15355922429440483,6.157248559364396,22.994103989090426,68.83701168472723,12.452770958466157,0.7367893120533886,58.8130860079772,30.916169397822955,249.38143537030425,0
Rural_Remota_6,510176,62.112925192017045,2.0389112329021724,69.7251399173363,86,0.1055708154187073,7.938091940764085,21.18254771530296,61.067409187093176,23.876041483994435,0.6737354690668782,45.55024804335897,33.78655416516031,279.9344710119187,0
Rural_Remota_7,748874,73.30283713163288,1.8428688045359105,58.948247336469095,138,0.10957457487561238,6.419476666129924,22.37405206093819,55.46851635427874,26.91895276056509,0.7203549929389655,46.338064930680844,38.03003346023285,246.3251488084861,0
Rural_Remota_8,958956,74.83981133885122,2.071640927657796,65.78342477214676,148,0.12193731526313754,8.336797938856677,22.36822475394913,66.73226797851312,27.596063039822774,0.5822292712613206,50.68158938926934,35.061702508078774,292.97531780015083,0
Rural_Remota_9,872735,74.2694576167228,1.9424386903591386,69.7303049758596,140,0.19005377356398123,6.030137452536299,17.25332797712528,60.96070459022173,24.63429402426214,0.7254087589180731,46.31831436810216,42.08797330111715,233.89574425498827,0
Rural_Remota_10,424040,62.005843641541055,2.009804555828102,58.20793653979323,75,0.19958833021525918,9.586441051896083,20.759984178056598,77.52186839256595,10.159000191928163,0.7875335814725712,52.361231688881766,40.84344144932663,287.4603031207347,0
Rural_Remota_11,825134,73.37591830112277,1.9906477936505649,66.7716511740525,44,0.0780565622836285,7.294716945616974,19.25436438616417,65.22831136053365,17.272291972452408,0.35741841236960176,54.15930063662449,34.32945829860384,270.68667549958286,0
Rural_Remota_12,582762,83.30035855642336,1.9282568768638058,61.877661951157975,45,0.10049064172908809,6.537658707755897,15.633749704727677,79.69880697169836,19.67061534924169,0.7049372229273174,48.81960982145646,40.22254083335894,283.21595019227806,0
Rural_Remota_13,393070,71.78940471375395,1.9647363656589074,56.977365330859904,88,0.17760911900246823,8.983898102194873,19.08518292935917,77.98814201299864,39.727884293721715,0.4025009050266186,50.68842877445701,43.89674135384567,280.5117585525894,0
Rural_Remota_14,437023,79.53786204378537,2.131176354870997,65.01003849530628,99,0.07454839142985568,6.657063191723972,23.14574720231382,69.955916620886,25.69196274307358,0.47941524206175123,58.158008112196626,35.88667661133953,287.16196076301037,0
Rural_Remota_15,984647,69.42361073562269,1.9850719142678428,56.02755748328284,62,0.11581170130825087,8.309945083624502,18.55362451818396,61.744463306045056,25.95572439064522,0.3333095561954085,48.43538086387194,38.14273965920113,260.20697001955097,0
Rural_Remota_16,523810,75.69270132678545,1.9339622458628345,52.785441453267744,54,0.18179436730601578,7.981694505615863,22.414609111390455,67.19452547772167,39.9307784777153,0.6762015600194113,55.604706918651885,41.678579085761264,240.01895898839288,0
Rural_Remota_17,581173,77.85160205559035,1.9975925948523452,65.09270583720233,77,0.13047220272268922,7.515286262227663,19.570002192816784,68.11873616217537,25.068650423875905,0.5699303185564184,52.29536222993411,36.134327656282395,284.03173864187715,0
Rural_Remota_18,447550,74.96106753013068,2.02620333892919,64.32358149465904,66,0.10185439902558793,6.726390867205703,24.084505613336283,67.50175384298362,22.025542502909197,0.5310029018220663,59.20925009417723,32.3002710467412,271.0360882411758,0
Rural_Remota_19,425885,62.51986507539716,1.902406212741465,64.52191172124802,82,0.1898177423725419,8.260532734356836,21.966508238768924,77.67498143531887,31.21715902940196,0.37626952145713066,53.6443254025022,39.10072569574284,259.68914699116704,0
Rural_Remota_20,798716,62.606174151295235,2.1361758527921695,68.21372396511427,40,0.0669857068761133,9.939364795849338,23.38898086445934,53.739880436098005,37.625256478521166,0.7349481810310641,52.782570856891084,38.86913153617394,257.9301892709091,0
Rural_Remota_21,618408,78.60624129608222,1.8822319233502551,65.75579777428985,65,0.10002487575367164,7.592674774363774,20.37395602937923,77.59566849238281,20.390379830978837,0.47347660094811383,56.06251872164623,36.78326911334711,245.72233760579874,0
Rural_Remota_22,501579,82.81873657197822,1.8992905771028608,61.55263908183095,91,0.11283881742568219,9.6593836042724,18.62393899116633,67.4176505083413,28.96792863758591,0.3065472282941668,54.95306058025066,32.67053950304627,297.27492222286185,0
Rural_Remota_23,614997,81.51580044726835,2.0140278875734636,53.68925742837712,110,0.1393077525980066,6.26830590955371,22.49960470399178,56.29716779286757,36.94162868322141,0.4025698202410036,47.860315809955,30.548245017721424,263.04468615769997,0
Rural_Remota_24,917895,74.68634010585185,1.9176178716883887,64.28118399579657,105,0.13016838368858705,7.924351793550343,19.97011948821249,72.96068843198722,13.089444379939465,0.4671814056552411,46.132550457058336,41.298693311211764,249.06112983042095,0
Rural_Remota_25,483675,80.01874428715303,2.1915725742463845,66.79577718913141,46,0.14883859128652271,6.108383970013934,17.219721619329494,56.93224389764214,30.15678230796185,0.30985526887718207,46.56162872976861,41.99874128059784,242.49812634380336,0
Muy_Aislada_1,255232,83.91803961958415,1.8604065481552534,76.1062993471581,97,0.09444763630477714,7.2274005958503444,19.626493185548746,67.77638902309093,8.52704621944284,0.26255692330940883,41.47980122213599,41.738500299006986,236.99166974198644,0
Muy_Aislada_2,378176,75.19715637865069,1.5132661019369098,63.628708701795944,55,0.10000957890599543,6.815784540554038,19.10624003540304,54.990450841730045,13.396646428745877,0.4300429325690639,42.26118424390181,40.68456221641058,254.75890559087247,0
Muy_Aislada_3,526788,80.23529130478101,1.7760235904259902,68.72253058270633,63,0.040731473511334215,7.898189060795479,17.797587747880307,34.569517036815874,19.144415499164012,0.4941469248966939,44.421309053876286,43.64214277643166,223.63005304353115,0
Muy_Aislada_4,127856,76.71693398462365,1.7708171073304335,72.66956439652294,92,0.02950985037019538,7.339720947197197,19.84402180703552,51.02760729210743,9.291982146207587,0.20892293060774758,35.367813530949334,58.28597613120998,190.5975974601127,0
Muy_Aislada_5,531459,82.45226883777514,1.533587699957855,68.10496176055378,95,0.03889897804648445,4.0439833146339215,11.368856300688073,66.0007456739242,26.847251939062883,0.3389652408681233,47.010337208673064,53.30073349092511,195.78341507611046,0
Muy_Aislada_6,552268,90.9526740794574,1.7021907507745122,75.4182275412854,65,0.016575235348507706,4.665133475024318,17.380336164263703,33.31194671700506,20.078802736659703,0.1981396438725284,42.78591228083953,45.773874735414,212.01054448184541,0
Muy_Aislada_7,322320,88.03832152804765,1.8052023335039789,78.98613594115531,74,0.10291396315077073,7.747318957299032,17.325720972102502,38.59761514363027,5.7795783765321165,0.20490561771993004,46.9015586140051,41.02851626968501,224.67296224811128,0
Muy_Aislada_8,276492,73.8668035220809,1.8116662754524953,69.4847461740074,92,0.020519289443013226,6.912755024814413,14.954913162061985,57.536095857109444,15.870683465093656,0.19856081329564274,51.38204635348399,55.98831757937958,242.52268237689842,0
Muy_Aislada_9,316541,70.13134546395962,1.5515468730068724,66.29193113618823,78,0.138423900564714,4.547274523675846,19.502373538208026,47.84023091831823,9.628323220965491,0.31676037895134324,52.45891671752817,54.644497728191226,252.59050330753047,0
Muy_Aislada_10,494966,88.10258323182846,1.8186157898947435,79.61153600359977,31,0.040969321854744306,7.9506720319865885,19.440593396866134,31.577072454740236,22.63937931289221,0.47009932696626633,38.61150690254667,51.35890461105259,262.39394678292376,0
Muy_Aislada_11,144813,73.01306446966161,1.8655118357291407,63.85198055571261,91,0.14594815432315147,7.777065956453736,14.742142166574638,64.48170603957254,26.11373496337676,0.22764018929730226,51.57830948301355,40.740152694309856,233.66428906338479,0
Muy_Aislada_12,221826,84.01692985008785,1.7405309419220432,77.69996713046562,62,0.05758249492752926,6.899067086115046,10.653563407989424,42.61161351322441,18.48728230938343,0.41628926593558546,41.3750500586414,52.517827528740185,259.73799734125686,0
Muy_Aislada_13,179273,91.91663444656123,1.708753042013946,69.23885701151175,53,0.012977717519054199,7.498806690736798,15.289371340272119,67.56270794051585,24.969580894341636,0.499173644213335,42.0142363090342,55.34376577862254,216.1737822248318,0
Muy_Aislada_14,173972,81.99453317141263,1.790378603613664,65.43373942138008,29,0.02283790691560022,5.345481855313688,15.225191916345231,59.29087228738581,5.083659051074481,0.2869243066150611,40.94005752909764,57.05643643383803,244.39979837108177,0
Muy_Aislada_15,533816,76.93164114241934,1.9551695510287672,60.902013544406465,34,0.06380573060235543,6.71858913077228,12.182538878650641,67.99844735800902,24.6586253603888,0.13576440092490383,43.35161551569857,57.58236615124329,265.02588200622694,0
Muy_Aislada_16,599722,92.59309917938177,1.9945924549066794,74.86705645787248,23,0.04243403819368207,7.770927096540502,16.496466489923684,54.309471795154366,17.817212775412713,0.1922679246871035,38.53056064011017,44.409724181403504,196.77944359298291,0
Muy_Aislada_17,286626,90.65514239484915,1.9003848435649375,72.59555845992307,68,0.0825564513346949,6.389096289721364,15.250315008602682,40.40933471806109,17.881198107868148,0.29647453634745063,54.926715516134486,57.94872296092407,221.7042673394058,0
Muy_Aislada_18,154028,75.59544037056558,1.7684872114467067,71.85879869683406,33,0.13041775429850933,5.829728391094829,13.911697660803798,40.9183749942526,16.916920708259212,0.11775066541329471,52.04387066694015,40.7084473683709,209.6146228832884,0
Muy_Aislada_19,404664,83.77143426522848,1.5434933799557051,68.16906426141398,98,0.010711499574523635,6.782857171399001,10.487835816731732,51.30410077603048,29.053049314801246,0.14378754402178157,52.88959861936135,59.829506702900964,185.53653236153116,0
Muy_Aislada_20,502732,82.0146644331662,1.7962038923297587,76.49361931850298,75,0.10269568141491903,6.175115631989597,18.644928803073483,59.356396758148065,18.031507804510372,0.4472643216206188,39.905710645106694,43.14681319405052,194.43600947970648,0
